"","News_2013.publishedAt","News_2013.title"
"318","2014-09-20T14:34:28.000Z","Police Hunker Down In Ambush Suspect's Woods"
"319","2016-06-26T17:01:48.000Z","Deadly Shootings On Hwy 4 Prompts Lawmaker To Push Feds For Surveillance Cameras"
"320","2013-01-07T14:26:02.000Z","Behind The Headlines - Jan. 4, 2013"
"321","2015-10-29T01:23:51.000Z","Better together Organizational Partnerships and Collaboration"
"322","2013-05-27T23:35:36.000Z","Top 6 PSP FPS games of all time! (Part 1)"
"323","2015-02-02T02:02:25.000Z","Rotten to the Core"
"324","2015-05-10T20:26:51.000Z","Hot Tubs Phoenix | Desert Hot Tubs | (602) 863-3305"
"325","2015-09-29T22:00:00.000Z","Haunted by Columbine | Retro Report Documentary | The New York Times"
"340","2014-09-12T14:16:44.000Z","Escaped School Shooter Captured Near Ohio Prison"
"343","2015-07-03T06:04:24.000Z","Nneka Ogwumike Scores 27 In Sparks Victory"
"345","2016-02-13T02:29:00.000Z","Two 15-year-old Girls Die In Murder Suicide Shooting at Phoenix-area School"
"346","2014-11-16T04:08:55.000Z","Best of Duke's Jahlil Okafor vs Fairfield"
"347","2016-07-08T15:18:24.000Z","The Murder Of Philando Castile ""Mr. Phil"" Sickens School Colleagues"
"353","2015-12-02T18:02:35.000Z","Shooting Reality"
"355","2015-01-29T19:29:17.000Z","Ganon Baker: 20 Shooting Drills for the Lost Art of the Jump Shot"
"358","2016-12-14T19:05:29.000Z","Newtown Mourns Four Years after Sandy Hook Shooting"
"371","2016-03-31T19:55:34.000Z","Columbine School Shooting - Final Report Documentary - Columbine Massacre"
"372","2016-11-28T16:52:19.000Z","7 Sent To Hospital After Report Of Ohio State Active Shooter"
"381","2015-04-01T17:39:28.000Z","NBA Greatest Duels: Allen Iverson vs Stephen Curry (2010) *AI schools young Curry"
"390","2016-11-23T02:04:48.000Z","Wayne State University Officer Shot"
"393","2015-11-30T00:00:55.000Z","Shooting Methods for First-Order Three-Point Boundary Value Problems"
"398","2016-07-30T19:28:51.000Z","Grandmother Says Grandaughter Hid in Closet During Seattle-area House Party Shooting"
"401","2015-12-30T02:26:14.000Z","Fox Business Responds To Tamir Rice Case By Blaming Obama"
"405","2014-12-02T03:22:10.000Z","Radio Host: Mike Brown Was Demon Possessed"
"407","2014-09-26T02:05:55.000Z","Missouri Cops Wear 'I Am Darren Wilson' Bracelets"
"408","2014-05-23T03:02:42.000Z","Sex offender treatment center shocks Scotts Valley"
"414","2016-12-09T17:45:59.000Z","Two Police Officers Killed In Rural Georgia Community"
"415","2014-08-21T00:35:06.000Z","The 'Mike Brown Law' Cracks Down On Police Abuse"
"423","2015-06-18T15:58:13.000Z","White Man Sought in Killing of 9 People in Black Church"
"428","2016-07-09T19:00:32.000Z","Serena Williams Speaks Out About Recent Shootings"
"433","2014-08-20T02:21:18.000Z","The Truth About Michael Brown & Marijuana"
"438","2016-06-11T15:59:59.000Z","'The Voice' Singer Christina Grimmie Shot And Killed"
"440","2016-11-29T01:32:41.000Z","Terrorism A Possibility In OSU Stabbing"
"456","2016-12-01T14:57:29.000Z","Tacoma Police Officer Dies"
"461","2016-04-28T13:04:10.000Z","Saints Player Will Smith's Killer Could Be Indicted"
"467","2014-11-26T03:54:54.000Z","No Justice For Mike Brown"
"479","2016-04-10T20:59:34.000Z","Suspect arrested in death of Saints player  Will Smith"
"481","2016-02-28T14:53:40.000Z","Virginia Officer Fatally Shot Day After Swearing-in"
"488","2016-06-11T23:28:31.000Z","Gunman Travels To Orlando To Kill Singer"
"500","2014-05-13T18:44:06.000Z","Jasmine Carter UGA Bound"
"505","2016-10-24T18:36:27.000Z","Suspect in Oklahoma Killings, Carjackings And Cop Shootings Is On The Run"
"507","2016-12-06T23:05:43.000Z","Mistrial In Shooting Of Walter Scott"
"508","2016-02-20T16:21:20.000Z","Brooklyn Shootout Injures Two NYPD Officers..."
"524","2016-03-11T13:34:01.000Z","4/20/1999: Columbine Shooting"
"525","2016-10-25T15:49:38.000Z","Manhunt For Oklahoma Suspect"
"529","2016-11-05T13:45:48.000Z","Suspect Responsible For Shooting Two Cops Is Dead"
"530","2016-04-17T00:09:48.000Z","2 Maryland Firefighters Shot On Duty,1 Dead"
"534","2014-08-14T18:59:30.000Z","Governor Vows Change In Ferguson Police Response"
"538","2016-05-13T15:27:02.000Z","2 officers shot in New Hampshire; search on for shooter"
"542","2016-12-02T23:17:34.000Z","Marksman Kills Tacoma Shooter"
"562","2016-12-12T15:45:01.000Z","2 Georgia police officers shot, wounded serving warrant"
"567","2016-09-16T15:22:29.000Z","Authorities to Investigate Ohio Shooting of Teenage Boy"
"571","2016-07-29T19:33:01.000Z","San Diego Police In Stand Off"
"579","2016-05-06T18:12:11.000Z","Still No Answers In Pike County Killings"
"580","2016-07-29T17:45:38.000Z","San Diego Police Involved In Standoff"
"581","2016-04-16T16:11:01.000Z","After Shooting, 1 Firefighter Dead & 1 Injured"
"583","2015-07-01T14:44:00.000Z","Lady Jackets Big 20 shooting drill. 1pt LU/2pt Jumper 3pt -3"
"584","2016-11-23T15:09:01.000Z","Wayne State University Officer Recovering From Shooting"
"585","2014-11-20T20:19:13.000Z","Spinnaker News 11-20-14"
"586","2016-05-13T11:55:06.000Z","2 Officers Shot In New Hampshire, Shooter At Large"
"587","2016-09-16T14:50:58.000Z","OH Authorities Promise Inquiry Into Boy's Shooting"
"588","2016-06-22T18:36:09.000Z","Grimmie Killer Was Obsessed With Her"
"589","2016-09-16T17:38:51.000Z","Friend Says Ohio Teenager Ran From Police Before Shooting"
"590","2016-07-18T15:10:01.000Z","Baton Rouge Police Killer Was Former Marine"
"592","2016-09-14T18:02:35.000Z","Gazebo Where Tamir Rice Was Killed to Be Dismantled"
"593","2016-09-14T20:21:22.000Z","Gazebo Where Officer Killed Tamir Rice Gets Moved To Chicago"
"594","2016-04-25T14:56:57.000Z","Cleveland Settles Lawsuit Over Tamir Rice Shooting For $6M?"
"595","2016-10-11T12:30:00.000Z","19 Thomas and Friends Mega Bloks Percy James Gordon Henry Toby Diesel Rosie Salty Victor"
"596","2015-08-06T17:44:13.000Z","Officer Shot, Killed; Manhunt Ongoing"
"597","2014-12-27T01:37:35.000Z","Fellow Officers Salute NY Cop's Flag-draped Casket"
"600","2014-12-21T17:36:21.000Z","Sharpton Denounces Violence Against Police"
"601","2016-03-09T08:52:34.000Z","Understaffed, Salinas PD steps up recruitment efforts"
"602","2015-08-12T00:33:00.000Z","TJ Duckett 10 10 20 Shooting Workout With Basketball Addict Trainer Dwayne Bryant"
"603","2015-07-09T20:38:30.000Z","Hiking camping gear review"
"604","2016-11-02T02:09:07.000Z","Hannah's Bandana - Rock School Performance at Shaka's (Oct 30 2016)"
"605","2013-01-08T07:51:37.000Z","Salinas shootings"
"606","2016-02-13T19:29:43.000Z","FULL INTERVIEW   20 20 Diane Sawyer Sue Klebold Mother of Columbine Shooter Dylan   ABC   2/12/16"
"607","2016-07-20T21:37:36.000Z","NOROVIRUS OUTBREAK AT THE REPUBLICAN NATIONAL CONVENTION - RNC Bonus Video"
"608","2013-08-03T05:10:47.000Z","Deathray Angels - Gun in My Hand [Thrash Metal]"
"609","2016-03-20T15:00:00.000Z","Sleeping Dogs - Part 20 - Shooting Tires"
"610","2016-03-03T08:25:47.000Z","North's Jacionna Stowers"
"611","2016-07-28T02:29:31.000Z","Cletus Eazy Drake and the Fire Trap - Shot from the Dark (Rap Instrumental... [Hip Hop / Rap]"
"612","2014-05-07T01:12:46.000Z","SuperSoil by TGA - SubCool's Super Soil Recipe Mix | Best Outdoor Soil Recipe for Growing"
"613","2014-11-14T02:39:49.000Z","Basketball Squat to Plate Pushes - St. Anselm's Abbey School"
"614","2014-05-24T12:13:29.000Z","Police Crash Aftermath"
"615","2014-12-20T06:06:23.000Z","12/19 Highlight Zone top dunks - Malik Williams, Paxton Bergdoll, Wes Davidson, Jeremy Kalonji"
"616","2015-02-25T15:21:35.000Z","My Candy Love Parody | Freshman Friday"
"617","2013-01-29T23:16:48.000Z","Programming a 2D Space Shooter Tutorial #16 - XNA - Enemy Class 1"
"618","2013-11-29T19:17:30.000Z","2013 2014 Mount Vernon Elementary ADVANCE Graduates"
"619","2014-05-27T07:05:57.000Z","LF Inc. Confetti Cake 20shot"
"620","2015-05-16T03:58:54.000Z","Wes Davidson signs with Anderson University basketball on 5/15/15 on WANE 11 p.m. newscast."
"621","2013-09-24T21:29:21.000Z","2019 20 shooting drill"
"622","2014-09-27T15:24:31.000Z","Nightcore - Throwdown [Request]"
"623","2014-04-03T21:09:45.000Z","RAW: Taylor Poulin Arraigned in Waltham"
"624","2015-01-21T08:40:23.000Z","2015-01-20 Shooting Sends Two to Hospital - Waterloo, Iowa - Myke Goings - KMDG"
"625","2015-05-12T12:45:48.000Z","The GTA V Skill Guide"
"626","2014-04-17T13:34:25.000Z","Harley Sellinger #52 Full Game vs Goucher College"
"627","2013-07-26T17:41:53.000Z","UCONN Offers Curtis cobb at Super64 in Las  Vegas  - 20pts 4 ast in 2nd HAlf !"
"628","2013-01-24T15:57:03.000Z","Programming a 2D Space Shooter Tutorial #13 - XNA - Collision 1-2"
"629","2013-09-24T21:29:03.000Z","2019 20 shooting fundamentals instruction"
"630","2015-06-02T12:46:34.000Z","How To Paint Amazing Graphics with Metal Flake and Candeez on Vintage Motorcycle Helmet - Eastwood"
"632","2016-03-11T13:34:01.000Z","April 20, 1999: Eyewitness Accounts of Shooting"
"633","2014-03-27T21:16:31.000Z","Taylor Poulin Arrested in Maine"
"634","2016-07-08T13:51:06.000Z","Two suspects face judge after deadly Knox County shooting - June 20, 2016"
"635","2013-02-05T23:37:28.000Z","BACK TO SCHOOL IDPA GT 27 01 2013   3"
"636","2013-02-05T23:15:32.000Z","BACK TO SCHOOL IDPA GT 27 01 2013 - 1 .AVI"
"637","2015-08-04T17:01:15.000Z","[GL:RP] SASD Pursuit (#1-HSIU)"
"638","2016-09-28T10:45:30.000Z","Charlotte Residents Denounce Shooting At Town Meting"
"639","2015-04-21T09:27:40.000Z","Columbine High School Massacre: April 20, 1999."
"640","2016-01-03T00:00:11.000Z","Drue Drinnon Lights Up The Beach Ball Classic"
"641","2015-02-02T05:17:54.000Z","Recruit Melanie Lindsey #15   GuardForward  Class of 2015   NCAA ID 1409854210 NA"
"642","2016-05-18T19:12:08.000Z","Columbine  Footage (Real), April 20, 1999"
"643","2013-09-20T11:35:27.000Z","Nigeria's Legislative quarters' shooting"
"644","2013-07-10T17:49:57.000Z","Bait Making - The Basics Carp fishing"
"645","2014-03-10T15:02:50.000Z","Overture - Annie Get Your Gun (Studio Cast 1960)"
"646","2015-09-05T21:54:25.000Z","IDPA - Back to School Match - Bloopers"
"647","2015-03-31T18:50:05.000Z","SVSM Ganon Baker Cleveland Basketball School Clinic"
"648","2016-04-23T05:48:01.000Z","Newtown Connecticut Shooting at an Elementary School"
"649","2016-05-21T19:14:22.000Z","M16 ELEKTRISCHE WASSERPISTOLE SUPER SOAKER - Besser als die Ak47 ???"
"650","2016-07-31T11:34:30.000Z","D.I.Y. DREAMCATCHERS // YO I'M JO ❤️"
"651","2015-06-12T01:44:39.000Z","Infinite Flight KLM 747-400 Full Flight WITH GO-AROUND (HD)"
"652","2015-03-29T02:18:22.000Z","My Candy Love Parody | Interrogations - Contact Information"
"653","2016-03-31T00:18:11.000Z","#3 Winston Delk 2016 Point Guard Senior Year Highlights"
"654","2016-01-21T01:14:04.000Z","Connor Nally Catholic Central"
"655","2015-04-30T02:50:51.000Z","Global BEM Group Talk 2013 (See Links Under Vid)"
"656","2013-04-22T15:45:53.000Z","denver shooting"
"657","2016-03-26T01:00:01.000Z","若桜鉄道 超広角車窓 （WT3000形運行） 進行左側 鳥取～郡家～若桜"
"658","2016-04-28T01:00:00.000Z","若桜鉄道 超広角車窓 進行左側 若桜～郡家～鳥取"
"659","2014-09-25T17:01:08.000Z","Teaching with Passion and Compassion   BVPS"
"660","2014-06-15T20:23:55.000Z","Oregon School Shooting Reptilian Style"
"661","2014-02-23T21:33:23.000Z","DSCN1450"
"662","2015-06-23T18:33:33.000Z","Anime Decorations DIY: Rei Ryugazaki 3DS Case"
"663","2014-06-28T05:19:09.000Z","Ganon Baker - Shootin' School"
"664","2015-10-24T04:32:13.000Z","Shooting Star (IA Teddyloid) ENGLISH [STARS feat. TOM]"
"665","2014-11-26T21:26:09.000Z","UPDATE: Suspect Identified as Florida State Sh"
"666","2014-02-23T19:04:59.000Z","2014 PVAC Championship Saint Anselm's Abbey School"
"667","2014-06-29T02:30:01.000Z","Recommendation: A Gun for Sale by Graham Greene"
"668","2016-05-19T05:43:44.000Z","✿ Guess The Emoji [220 stages] Walkthrough [Updated] Full answers in description ✿"
"669","2015-01-11T10:00:41.000Z","【カンボジア／サッカー】子供向けサッカースクールの様子（GFA Soriyaキッズ12歳以下&15歳以下カテゴリー）"
"670","2016-06-10T11:39:39.000Z","Team Yankee Tutorial Part 5: Basic Movement Rules"
"671","2016-05-20T19:01:32.000Z","2019 Hank Bethel: Gilman Defenseman Highlight 2016"
"672","2013-06-27T06:56:09.000Z","NBA Greatest Duels: Michael Jordan 27 vs Ray Allen 27 (1998)"
"673","2013-04-02T03:38:38.000Z","Muncie Central vs. Delta 2012"
"674","2016-06-28T15:48:58.000Z","My Thoughts On The Orlando Shooting, Guns, Mental Illness, And More"
"675","2014-01-14T16:58:54.000Z","Emily Conroe 2017 #13 (Black) 56-35 Faith Baptist win over Lighthouse Christian"
"676","2015-03-27T07:09:45.000Z","Yandere Voice Meme! [ｘｘᏞᎥsᎪｘｘ]"
"677","2013-01-14T21:55:55.000Z","Jelleff AAU intro"
"678","2014-07-12T03:23:22.000Z","Diy Tfios Posters!"
"679","2016-03-02T15:46:45.000Z","Regan Mohler Senior Season 2015-2016 Highlight Tape -- University High School"
"680","2015-02-07T17:50:19.000Z","Anime Decorations DIY: MashuMaro KeyChains ( Bonjour Koiaji Patisserie)"
"681","2015-01-05T19:32:40.000Z","EDGE 2019 - #15 - Thomas McConvey Fall 2014 Highlights"
"682","2014-11-03T19:15:34.000Z","Mass Elite 2019 - The Climb"
"683","2015-05-08T22:10:25.000Z","Miss Disney 2015 - Round 5 | Calendar shoot"
"685","2014-10-21T04:30:20.000Z","UPDATE: Waterloo Teen Shot in Head"
"686","2016-04-12T08:04:35.000Z","Mike Pero Real Estate offering Lot 3, 18 Shooting Butts Road, Martinborough"
"687","2014-12-12T04:40:00.000Z","Space Robot Fighter (Motion Control Game)"
"688","2015-06-02T16:37:49.000Z","IDPA - Sturgis, MI - 2015-05-30"
"689","2016-09-17T00:12:11.000Z","Bill Nye:The Science Guy - Cells - S01E17(1995)"
"690","2016-06-15T12:38:08.000Z","Highlights Joey Liem Basketball 2014 - 2016"
"691","2016-12-22T02:15:35.000Z","Proof testing my 32-20 build"
"692","2014-02-26T15:47:33.000Z","Payton St.Geme LXM I ATS 2013 Las Vegas lacrosse"
"694","2013-04-22T17:41:55.000Z","Traditional Shoot April 20 & 21, 2013"
"695","2013-09-29T09:56:47.000Z","ACS vs. GALENA GIRLS Dallas Dickerson 37 points class of 14"
"696","2016-05-19T13:22:23.000Z","Jordan Hicks Cherbourg vs Ardres 1st Quarter"
"697","2013-10-29T19:35:42.000Z","Khude Gaanraj Maliha Champion 2013 Music Video HD - Gun Guna Gun Gaan Ghiaya Nil Bhromora Jay--"
"698","2016-08-22T17:19:43.000Z","Week 29: August 2016 Yugioh Giveaway Contest/July 2016 Giveaway Winner [CLOSED]"
"699","2014-07-31T15:27:28.000Z","Ampad- Shot Note  From Handwritten, to Handheld"
"700","2015-09-23T19:50:58.000Z","2015 IDPA World Championship High Junior - Parker Wallace"
"701","2014-12-03T08:42:59.000Z","San Antonio Spurs vs. Brooklyn Nets Pick Prediction NBA Pro Basketball Odds Preview 12-3-2014"
"702","2013-09-21T00:18:26.000Z","2015 tryout   Coach Young addressing group"
"703","2013-09-21T07:37:50.000Z","Beyond Normal Changes Update; 21st September 2013"
"704","2014-01-27T23:32:35.000Z","Joker & Fari - Gun Fighter [SuperNatural Prod!] Jan 2014"
"705","2013-04-02T10:38:25.000Z","Shooting 102 Year Old Winchester"
"706","2014-02-13T23:28:38.000Z","Beautiful"
"707","2016-01-19T14:13:15.000Z","20/20 full Episode tragedy in colorado movie theatre massacre 2012 hdtv"
"708","2014-10-20T15:59:14.000Z","Robert Ernst Lacrosse WOC vs. College Park"
"709","2014-08-25T19:44:07.000Z","Shooting a tree branch off with a .22 lr"
"710","2013-02-02T23:56:28.000Z","Minecraft Aerial faith plate Launcher with portal mod!"
"711","2013-11-26T18:55:32.000Z","Minecraft Mod review:the dubstepgun mod"
"712","2015-04-23T01:24:00.000Z","Apr 14, 2015"
"713","2016-02-11T23:53:31.000Z","Game 3 part 2 Elk Grove tourney 12/5/15 white #20"
"714","2013-09-26T10:35:03.000Z","Bvps dance by Parent support group!"
"715","2013-12-13T18:38:58.000Z","Fistful of Gun Free Arcade redemption Game for friday [Part 1]"
"716","2016-03-27T17:46:05.000Z","Buddy Hield's masterpiece sends Oklahoma to the Final Four"
"717","2014-08-09T06:27:22.000Z","BVPS National Day Celebration 2014 - Drama"
"718","2015-05-18T22:14:14.000Z","Fatal Grapevine Officer Involved Shooting"
"719","2014-07-18T01:11:09.000Z","YL Clay Shoot Promotional Video"
"720","2013-07-27T05:11:17.000Z","M16A4 disassembly , reassembly and function check"
"721","2016-12-23T02:07:29.000Z","OHS @ Herndon 121916"
"722","2015-03-11T03:33:57.000Z","Jon Paul Sinacola 1st Half 2014 2015 HS Highlights"
"723","2013-09-02T21:30:34.000Z","Confetti Battle"
"724","2016-08-18T19:53:10.000Z","Active Shooter Kits at Quartermaster"
"725","2013-02-09T23:24:40.000Z","2013-02-09 IDPA Practice"
"726","2013-01-19T05:23:18.000Z","Let's Play Sonic Adventure DX Finale ""It all comes down to this!"
"727","2013-09-04T01:36:23.000Z","The ""28"" goes 800 yards"
"728","2014-01-22T07:14:08.000Z","3d Norcal 2019 vs. TemecuLax 78"
"729","2013-09-24T21:25:29.000Z","2019 Tryout   Coach Campbell addressing group"
"730","2014-10-04T15:54:33.000Z","Alex Albertson 2019 Lacrosse 2.35 to 2.55 Game Winning Faceoff and Goal"
"731","2015-12-09T23:40:07.000Z","Jake Lavis 2015 Highlights (NDC Transfer)"
"732","2014-03-29T04:44:15.000Z","IDPA match 3/15/14 Phoenix AZ"
"733","2013-03-12T18:09:26.000Z","Upload #9 - This is Ghillie"
"734","2015-02-25T04:15:02.000Z","IDPA Match Ready Line 2 24 15"
"735","2013-04-21T05:41:36.000Z","Denver 420 shooting"
"736","2013-04-21T22:03:32.000Z","IDPA Sparta IL April 2013"
"738","2016-11-15T17:49:27.000Z","Training with Your Plate Carrier -  Part 2 - Your Patrol Rifle"
"739","2015-05-22T06:29:13.000Z","The knotty pine fire in mount vernon washington #2"
"740","2014-05-22T04:26:31.000Z","Salinas Protest Let your voice be heard !!!!!!"
"741","2014-02-05T17:47:00.000Z","ABC News 20/20's Young Guns"
"742","2015-02-18T19:18:00.000Z","Joseph Moran, 2019 Lacrosse Goalie, Winter 2015 Highlights"
"743","2015-11-22T18:24:30.000Z","Hernando Sportsmans Club IDPA match"
"744","2013-02-11T23:56:24.000Z","Aaron Potts IDPA Practice Jan 19, 2013"
"745","2015-03-15T02:14:29.000Z","3-14-2015 IDPA Pickaway County Sportsmen Circleville, OH"
"746","2015-01-12T16:42:01.000Z","News Updates January 12 2015 Keystone Veto Override, Kerry in Pakistan,New York Police No Vactaions"
"747","2014-01-11T08:02:32.000Z","Nek nom"
"748","2014-12-18T03:14:38.000Z","At the shooting range"
"749","2014-06-19T15:16:46.000Z","CryS-Diss T-Rex ( FreeStyle )"
"750","2016-01-19T16:15:08.000Z","Kids Photo Album / Slideshow (Girl & Boy Version) | After Efects Project Files - Videohive template"
"751","2014-05-01T08:11:26.000Z","The Art of a Jump Shot SportsKnight Ep 1"
"752","2015-02-19T08:22:11.000Z","Victory Select 2019 @2015 Sand Storm Lacrosse Tournament"
"753","2016-03-28T18:26:18.000Z","1961: 60's style eyeglasses women filming 8mm movie camera. MORTON, ILLINOIS"
"754","2016-01-14T09:25:22.000Z","Cops Shoot at Fleeing Hijackers - Nice work SAP 2015"
"755","2015-02-15T23:20:43.000Z","Portal Gun для Minecraft 1.6.2"
"756","2013-06-20T22:02:41.000Z","6'3 David Mason ""Workout"""
"758","2014-09-04T21:01:03.000Z","Keys to Pistol Shooting Success - Shooting Tips from SIG SAUER Academy"
"759","2014-04-22T22:50:00.000Z","Machine Gun Kelly - Sail (Official Music Video)"
"760","2014-07-16T16:00:02.000Z","Game Night | Family Guy | TBS"
"761","2014-06-30T22:52:13.000Z","Meet the new Google Drive"
"762","2015-08-27T20:06:26.000Z","Shooting - 50m Rifle 3 Positions - Women's Final | London 2012 Olympic Games"
"763","2015-08-31T15:00:00.000Z","Learn Spanish Greetings - Hola Amigo - with BASHO & FRIENDS"
"764","2015-07-11T11:30:00.000Z","Romantic Short Film - Classroom | Love Triangle | Pocket Films"
"765","2016-01-08T15:00:00.000Z","Fence Portrait: You Keep Shooting with Bryan Peterson"
"767","2016-02-04T03:16:40.000Z","Top 10 Best Xbox One Shooting Games"
"768","2013-08-29T17:12:18.000Z","Bug-A-Salt: Slo-Mo Fly Annihilation"
"770","2014-07-18T12:01:58.000Z","The Water Cycle- How rain is formed-Lesson for kids"
"773","2015-05-13T14:23:03.000Z","Machine Gun Kelly Type beat instrumental (Free Download MGK rap beat)"
"775","2016-12-01T11:00:02.000Z","Machine Gun Kelly, Camila Cabello - Bad Things"
"777","2013-07-31T21:41:55.000Z","""Conversations from St. Norbert College"" featuring Kathy Licht"
"781","2016-07-21T17:07:15.000Z","Shooting Touch's G3 Program - Boston Police Help Girls Through Basketball"
"782","2014-11-18T01:17:02.000Z","Journalists' Roundtable 11/14/14"
"783","2016-03-30T07:08:14.000Z","NBA D-League: Rio Grande Valley Vipers @ Oklahoma City Blue 2016-03-29"
"784","2015-11-04T15:34:57.000Z","Competing for the Governor's Twenty"
"785","2014-08-25T02:22:32.000Z","Changing water- States of matter"
"786","2016-06-27T22:29:04.000Z","Police: Man found shot inside car in Annapolis"
"787","2013-07-30T15:42:12.000Z","Painting Basics & Techniques - Part 2 of 2 with Kevin Tetz - Eastwood"
"788","2015-07-20T16:43:06.000Z","INVESTIGATION INTO INTERSTATE SHOOTING CONTINUES"
"789","2016-05-25T10:03:23.000Z","Top 10 Ugliest Shot Forms in NBA History"
"790","2014-12-18T19:13:43.000Z","How To Gap Car Doors + SEMA on Hands-On Cars 7 - Web TV Series from Eastwood"
"791","2015-07-16T11:58:40.000Z","How To Paint a Car - Hands-On Cars 14: Painting The Camaro!  Kevin Tetz & Eastwood"
"792","2013-03-29T17:50:30.000Z","Shooting Death"
"793","2014-05-22T21:02:42.000Z","Shooting my 6.5 Creedmoor 5 shot group 900 yards"
"794","2013-01-05T16:35:31.000Z","'If I Only Had a Gun': Click Here for 20-20 Special"
"795","2013-05-10T13:00:07.000Z","Pistol Sight Tip"
"796","2015-06-30T19:56:04.000Z","How To MIG Weld Aluminum - Pointers and Troubleshooting with Eastwood"
"797","2013-04-30T13:24:52.000Z","USPSA Training with Ben & Kita Stoeger is FUN & A TON of WORK (Intro) - FateofDestinee"
"798","2016-11-30T18:39:54.000Z","How To Setup Fuji XT2 For Manual Focus Lens"
"799","2013-11-04T12:47:49.000Z","AIM AND SHOOT! LEAGUE OF LEGENDS PARODY OF SCREAM AND SHOUT!"
"801","2014-08-20T19:07:17.000Z","Buy Bloom 25 Shots Crackers Online in Chennai 2017 - Standard Crackers, Sivakasi"
"802","2015-12-21T20:13:43.000Z","Machine Gun Funk (It's The Funk Baby) - The Notorious BIG (SFA Remix)"
"803","2013-06-05T06:33:32.000Z","Salutatorian Speech - Sarah Ziska"
"804","2014-01-26T13:00:44.000Z","IDPA with custom 1911- MWT Nor' Easter Match"
"805","2013-10-14T00:40:02.000Z","The Christmas Show"
"806","2016-11-25T03:56:44.000Z","Top 5 shoes for shooting guards?!"
"807","2016-05-12T02:58:12.000Z","Knott's Berry Farm - May 2016 Update | Theme Park Connect"
"808","2014-04-09T16:33:42.000Z","Full Movie Intimita - Intimacy by  Matteo Minetto Art Short Free 4K 3D 35mm scan"
"809","2014-04-05T14:06:44.000Z","Helicopter Minigun in Action Firing Shooting Training Video Chopper Gunships Dillon M134 Gatling Gun"
"810","2014-12-20T09:28:23.000Z","Columbine PDF"
"811","2015-05-15T13:01:22.000Z","machine gun sound effect"
"812","2015-09-09T19:58:56.000Z","Мод Gravity Gun для Minecraft 1 7 10"
"813","2015-08-04T18:34:12.000Z","Майнкрафт 1710 мод Portal Gun"
