"","his_data_2015.his_all_comments.textOriginal"
"394","Umm. that teacher training shit is really great but the real question is what happens if the shooter kills the teacher first? Then what?"
"395","omg this is terrible they shouldn't scare the life out of kids that's just cruel"
"396","Personally I feel that if you need drills like these then there is something messed up with both your gun laws and education system."
"397","Here's the solution to stop school shootings. Arm all teachers and staff with a gun, and have a big sign out front that says ""All Staff Are Armed And Trained."""
"398","I'd be the kid under the desk to say out loud ""where's a gun when you need one."""
"399","lock down drills hell the shooters have done this in school so yea they know we're the fuck we are"
"400","Why not put locks on every door going forward? If it's a fire hazard then fine, utilize it only when your in immediate danger...but wouldn't that help? Or have like a chain or some sort of mechanism that will keep the door shut!   "
"401","My school hardly do any drills. The last time we did, we all walked slowly to the lobby, lineup and that's it. We don't learn to survive for barricade ourselves, thank God there aren't any shootings where I am."
"402","when we have a drill, the freaking girls get on their phones and start laughing"
"403","basically theyre saying, better get used to school shootings. don't ask any questions unless you want stomped and but stroked. good job America. such, conspiracy theory to think this is manipulation. wake the fuck up you dumbfucks. WHY and WHAT is the point of these ""drills"" what is scaring the kids do? what does taking guns do?"
"404","drills that basically show you *exactly* how they fake this shit. haha sandy hook?? are you serious?"
"405","How bout security guards get a gun?"
"406","We need more armed citizens, More armed teachers or School Staff. Fuck this Gun Control bullshit."
"407","3:50 the girl who just jumped out and exposed herself to the hallway would be dead even if she successful disarmed the shooter if there were another shooter behind him, and 4:15 look at how skinny that girl is, she'll never win a wrestling match against the dude twice her size, and the shooters are probably armed with other weapons such as kinves and pistols as back up, she should be striking the vital organs such as eyes, throat and focus on escaping when she have the chance. the only thing these practice does is give the kids a false confident into playing hero and getting them selves killed, if they r really planning on fighting back, they should gear the kids up with protective equipments and train them in realistic combat where their opponent don't just play along and actually strikes/ shoot back"
"408","What if the teacher is a psycho and starts blasting students."
"409","I do like the idea of self defence though"
"410","I think lockdown drills more than once a year are great, but not fake dead people in the school!!!! God and even the fake shooter. Just have a teacher come and check if they can see the kids or not"
"411","I live in England and I used to get excited over fire drills when I was in school! Thank God I live in England"
"412","White people making schools worry..."
"413","Solution is simple. There should be a hidden gun in each classroom with a code and safe, that can be opened only when there's a shooter alarm."
"414","if someone was shooting up in my school i aint hiding under a desk to get shot, im out that bitch"
"415","If the teachers were armed this shit wouldn't happen"
"416","We had a tornado drill gone wrong before. So are school went into a tornado drill (they do this 2 times a year) but what they did not know that there was actually one at the time and when we were going back to class, the school was hit and no one was killed and only like 4 were injured"
"417","For fuck sake this is the 21st century, why don't we just place bullet proof doors and windows in every single classroom."
"418","Police officers are fucking pussies, they wait for several hours outside schools while students and teachers die then they start to enter fucking classrooms, libraries, etc when everything is finally over."
"419","the real question is ""are you gonna use that tactic if its real or are you gonna coward in fear?"""
"420","More schools need to use ALICE training. It's a billion times more effective than just hiding and making yourself a target"
"421","I shit myself when there is a fire alarm, I don't know what I would do if they do this I the UK..."
"422","They actually enjoy this.

Crazy...Ass...Country"
"423","Crazy Ass Country."
"424","Americans are so full on"
"425","Bruh their giving information to the school shoters"
"426","Why not just break a window and haul ass"
"427","I'm climbing out the window. Fuck that shit"
"428","Who the fuck is gonna be all crowd in a class waiting for a shooter to walk in and get a 30 kill feed and get a tactical nuke and bomb the school? "
"429","Sandy Hook Shooting was a fake, gtfo."
"430","We protect our president with guns, we protect our government buildings with guns, we protect our celebrities with guns, gun owners protect their families with guns, we protect our schools with a sign that reads "" GUN FREE ZONE"". That's why we have school shootings"
"431","0:41    really......... really"
"432","lol in a near future school shotings will be part of american cultures"
"433","hard to watch..."
"434","All teachers should have a 50 cal end of story"
"435","Sandy hook looked faker than this.  WHOOO EEEE"
"436","What do you guys think we should to prevent School shooting? I want the public's honest opinion. (Edit: I know we can't have a 100% success rate but we can help decrease its incline.)"
"437","Im Soo scared of lockdowns lat week the lights went off and the fire drill went on every where i live the lights went off and some how the fire drill went on because of that"
"438","Hmm if it were money we would guard it with armed guards but not our biggest investment. Our children. Smh"
"439","For her sake I hope the gunman doesn't have two guns lol"
"440","haha america"
"441","teacher: oh no lockdown better clump in a corner to be safe!
shooter: COLLATERAL"
"442","Sadly, these type of drills can't really save people from these madmen. The teachers should be armed, as well as trained to fight. That's the only way. Not to hide and hope the ""Boogeyman"" goes away. Or try to jump the gunman as soon as he gets in the door."
"443","these hoes dead"
"444","crazy america.....wow"
"445","holy fucking shit. if sandyhook did indeed happen, why the fuck is that child in a fucking Styrofoam fucking coffin. fuckin bullllshit.  fuck abc, fuck fox, and fuck cnn."
"446","Yeah teach the kids to group up in a corner. Real smart except for the fact that the shooter would most likely have explosives meaning if he throws and explosive into the corner half the kids will be dead. Good job america."
"447","Wow, in Canada, class behaviour is actually worse during a lockdown drill. C'mon, two people were watching Doctor Who under a desk."
"448","My school does this a lot"
"449","What a stupid country America is.. doing drills for school shootings instead of changing gun laws and fact that anyone can buy a gun and civilians are allowed to buy uzis, semi automatic machine guns. (Which are pun intended Over-kill for self-defence)

Children should not be living in fear. But while culture of America is based around fear paranoia and perpetual wars and violence."
"450","What a stupid county America is.. doing drills for school shootings instead of changing gun laws and fact that anyone can buy a gun and civilians are allowed to buy uzis, semi automatic machine guns and ak47s. (Which are pun intended Over-kill for self-defence)"
"451","Look at these ""heroes"" taking time out of their school day to rehearse their own deaths... Murca moves in mysterious ways."
"452","no one in the bay area would actually shoot up a school cause most of the kids have guns on them so theyll be fuck"
"453","Give some guns to the teachers and be done with it..."
"454","ABC News is so full of shit. Come on down to any public school in the ghettos in Los Angeles if you want to see a real lock down."
"455","i think kids should get this training so they know what to do in a situation like that"
"456","Everyone come to school to learn. But when you know what there's a gunman this isn't right.I DONT get how after 18 you get guns like that's just stupid why would u be able to get a gun when policeman protect you because ALOT OF people use it for bad reasons.Imagine your child texting you, ""hey mom there's a shooter I'm scared"".
•1 how would you feel?
•2 what if it was your child if not niece 
•3 think about it and leave it in the response bellow and what would u say."
"457","I go to th awesome school they have closets and we hide in there I'm in elementary school first grade :D"
"458","wow... desensitizing kids instead of hiring security and imposing strict firearms regulations..."
"459","Or you could just ban guns..."
"460","If that was me I would be out the window."
"461","I saw police with guns in SandyHook Elementary School because students scared locked the doors and windows down kill and dead"
"462","this is absolute madness..."
"463","I go to Arapahoe and my lock down drills are upwards of 2 hours, I was t their for the shooting, but ever since the shooting the school feels different, but a safe different, we have 6 campus patrol officers, 2 in the school, and a fire station AND police station right down the street, I was at Powell middle school when the shooting happened and we had to stay at school until 730 at night, and we still had fricken school on Monday, but bottom line this school handles it wrong"
"464","gun control."
"465","So much for gun laws in the U.S.A. they have to resort to doing this."
"466","Out of 160 shooting 99.9% is fake hoaxes.  This video is disgusting.  Who's selling fear porn?  "
"467","All my school does is turn off the lights and hide behind a desk. Anyone could shoot the door open."
"468","If a shooter actually came through the door, they would fight back way harder than they showed here,  most likely reloading right before coming in the next door, and they aren't going to tell the practice shooter to punch the people in the face so they aren't truly prepared."
"469","My school has that!"
"470","Well there are parents and students constantly coming and going from probables to the building and parents coming for early dismissal, though they should lock every door but the main entrance."
"471","+Nate Bravender lol the average high school in the USA starts at 7:45-8:00"
"472","+Kevin Aero At my school our security guards have guns."
"473","+Space underground Security guards are trained tho."
"474","Shooters will take down the guards first and get more ammos"
"475","My school security guard has one."
"476","+Space underground Put it on the school supply list at the beginning of the year.  SOME parent is bound to send their kid to school with a Glock and a bag full of ammo.  COME ON, this is America.  I could find a Glock faster than I could find those little glue stick thingies.  Tell me that you couldn't.  Honestly."
"477","Government don't want to spend money buying guns for every school in every classroom."
"478","Going for the M.O.A.B"
"479","lmaooo"
"480","Care packages incoming where do you want it?"
"481","+mavishill Guns are like drugs. Even if they're illegal, people will get their hands on them."
"482","""What a stupid country America is"" doesn't complete ellipsis and is using site made by Americans"
"483","Omg life's so hard isn't it"
"484","+EpicMILFTime Guns already aren't allowed in schools.  It doesn't get stricter than that.  By the way, we have a right to own guns in the US so it's not like that's going away unless 3/4 state legislatures ratify an amendment to our Constitution."
"485","but my school already had both of those."
"486","Well if they had a) a fucking cop squad with metal detectors on your school. b) better fire arm regulations so that fucking asshole couldn't get the gun in first place, c) if they just implement the fucking chip already.
d) if they made fire arms illegal... sure criminals would probably get a hold of guns either way but it would be SO much more difficult for these idiot kids who just go and grab daddy's gun and
 then shoot people at school, that's what serious, strict regulations mean, and to begin with only people 30 and up should be allowed to acquire guns, people with kids should be legally forced to make sure those guns are safely locked away (and this should be inspected).
Personally I think they should just implement the fucking chip already."
"487","The thought of kids just sitting there waiting to be shot scares me. I'd rather each class room have an emergency open window. The kids would have more a chance running. 
And what about the poor lonely kids stuck hiding on the toilet?  All alone.  Just not right. 
Run and or fight back."
"488","if somebody going to knife me I GO THEACHER YADERE XD like that u can't kill theachers and 911 yea"
"489","Loool American schools need armed guards on campus and metal detectors, haha glad I don't live in that shit hole. Great I think your gun laws are defiantly helping you. Haha"
"490","At Least do a fallout drill"
"491","This is why my school reinforces the doors so that they cant be opened easily when locked. Grate glass (ya know the kind) are also used. Plus my dean has a .357 in a glass case on a shelf and the rounds in a safe. Big guy, very imposing. Plus if something happened you know there would be the really tough maintenance guys coming at him with steel tire irons and nail guns."
"492","I had a drill out of no wear where my gym teacher was holding a bat and saying if you come any closer I will knock you across the head with it is this bad we where all really scared almost crying we thought it was real that's what they made us think"
"493","FEAR MEDIA!!!"
"494","Your kids should not have phones in school!"
"495","give those teachers some jiu jitsu lessons"
"496","How do you know what hand the man is holding the gun in?"
"497","These drills are all bullshit. There only trying to put fear in everyone to think that guns are bad so they can start the war on guns and confiscation. They use patsies if needed."
"498","km sad"
"499","The scenario in the video kinda happened at my school today. We had NO clue it was a drill. We ALL were texting our parents that there was a lockdown. It was the BEST drill that ACTUALLY prepared us for what might actually happen."
"500","Why not just take the shooter down to the ground, they are not immortal"
"501","at Bronaugh R7 school the class will atack"
"502","my school does not do that but it looks fun as a Drill"
"503","a kid brought a bomb to my school once but he wired it wrong so it didn't go off. if it did it would blow up half the school. thankfully it didnt"
"504","she has that let me talk to the manager hair"
"505","The thing is that my school doesn't have curtains for doors"
"506","If America just fucking banned guns this wouldn't happen. Why is America just the worst, most stupid place in the word. Sort it out asswipes"
"507","in my school we hid in the bathroom"
"508","My teacher says if 50 of you guys throw chairs and random stuff at the guy then we should be ok😂"
"509","i was in one for 5 hours it was so scary now in in vithhurl school"
"510","The last scene with the tennis balls and tackling the gunman could actually work i think. But the best option would be if all the teacher had concealed carry."
"511","what's columbine?"
"512","Shooting drills? Only in America because anywhere else doesn't have such frequent school shootings."
"513","fight back"
"514","Not warning the kids. Fuck them. Someone could have gotten hurt, really easily. They should have warned everyone. Assholes. Rot in hell. I would transfer to a different school if they did that at my school"
"515","This is really fucked up in so many ways."
"516","I feel bad for laughing, but I totally died when they threw the tennis balls at the shooter"
"517","In a real lock down i would break a window and leave and run to my local store. I wouldnt stay and die. These procidures where made by liberals and democrats who WANT kids to die so they can force gun control"
"518","Wow, it makes me feel fortunate not to live in a country where you have to worry someone could come into your school and shoot you."
"519","the government should make the guns and bullets  ridiculously expense like 50 thousand dollars and get gunmakers to keep their job by making the guns only for the government army and police departments. Actually, I don't think we need to make guns and ammo expense when those weapons are for the military and police"
"520","Terrible idea. Now kids won't want to come to school. That doesn't help anyone.
And if you're going to have this drill teach the bigger, stronger kids to ambush the shooter at the door. Don't lie down for target practice.
Better yet, put a plain clothed officer in every school. That's the best way to stop a shooter. We have the resources as a nation to do this. But we don't care enough about the kids to make it happen."
"521","I wish our school had awesome drills like these ^_^"
"522","One time, 2 years ago, there was a robbery at TD Bank a few miles away from us. The criminal had firearms and every school in the district went into lock down. The lock down lasted about 2 to 3 hours PASS our school time. Then, we had the police swarm around our school. Luckily, the criminal was arrested! It was truly terrifying because my mother was with me for ""Take Your Child to Work Day"". That was a day that I will never forget."
"523","I go to school in the same district as Columbine, and let me tell you, hiding under a desk gets old..."
"524","I go to school in the same district as Columbine, and let me tell you, hiding under a desk gets old..."
"525","how times have changed. when i was in elementary school, we had fire drills and earthquake drills; never shooting drills."
"526","Saving lives, how I hate that."
"527","This makes me angry."
"528","I feel like this is a must do for all schools not exactly sitting in one area all to gather but at least teaching the teachers self defense and disarming like this"
"529","Bruh, my school does nothing like this. They just announce that there's a drill and we huddle in a corner and talk like nothing is happening. The principal then walks around the school and shakes the door a little bit."
"530","We are told to stay in one corner and I never know why. Staying in one corner could kill everyone. And everyday I think what if somebody comes and shoots everyone what if I live but my friends day. Why do they let anyone have a gun. Why is America like this. I'm 13. I shouldn't have to worry about this. Nobody should have to worry about this shooting. And what happens if my little brother dies or anyone I know dies. What if someone breaks in. Yes, we put heavy desk and laptops and books around but. What if is the worst sentence ever."
"531","okay im in school but why not say to the person who is going to kill you ""why are you doing this why:"
"532","5 minutes at most? In Canada we have lockdown drills that are unannounced and last approximately 45 minutes.
I really like the idea of training the teachers, though."
"533","I want the job of the guy that gets to do a school shooting without consequences.."
"534","Really I'm just saying they have a fucking gun and I know what to do during a shooting don't be a hero and pretend ur dead unless they are shooting the body's then when,u get the change run and try to save people not to be a hero to help ur fellow classmates and friends"
"535","It's all fun and games until little Jimmy reveals his hidden m16 and joins with the terrorist(s). Maybe you shouldn't have made fun of his speech impediment. Maybe sharing that kitkat bar would've saved your life. Now, the last thing you'll hear is the sound of him studdering, struggling to say the words - ""Wow what a great audience"""
"536","I always tell my brother to teach me how to fight if the drill was not real he said i dont care :/ but he teahed me something"
"537","what if it's a RPG?"
"538","1:25 omg thats my friends mom!"
"539","Yeah, sit in the corner in a big group.

That will definitely not make is easier for him to mow down the entire class."
"540","Dear God, I have two nieces, and they're starting Kindergarten this coming Wednesday, I'm a little nervous that something Like This happened at their school, because if it happened in Columbine, Virginia Tech, Conn, Penn, etc. etc. it could happen everywhere."
"541","I think Teachers should have handguns or at least Taser Guns to protect their Class, BUT a gun License would be needed!"
"542","Heroes don't have training.  It's better to fight for your life than to sit and die....  I think that is the message we need to get across.  Shooters are cowards...they have no more power than one person deciding to say ""not me...not today""."
"543","In florida you don't need license plates on cars?"
"544","Only in 'murica"
"545","Oh yeah, just hide behind a desk, talk about shooting fish in a barrel... I'd just point the kids towards the front door and say ""run and don't look back"""
"546","Wow the colombine teacher is sexy!(; lol"
"547","No point in teaching disarming skills when they hardly work in real life."
"548","They wouldn't have to do these drills if they just got decent gun laws!!!"
"549","I asked my teacher what we would do if a shooter came in (someone had said online that they would come shoot up a school in that area, not one specific school but we still had the school full of policemen) and she said she'd protect us with her life"
"550","that holly teacher is hot"
"551","6:11 HOLY SHIT"
"552","When my school does lockdown drills the teacher would jump the douche and the kids would break a window and escape through it while the teacher holds down the douche until cops come."
"553","If the teachers pull down the blind on the door, then the shooter is going to know which rooms are occupied... I don't see what difference it'd make. "
"554","Oh yeah, sit in a corner and hope not to die. "
"555","Fuck that if this shit happened to me I would not stated that damn corner I would break the fucking window in the fuck out then dip down the street hell no I'm getting out tf outta there!😂"
"556","In my brothers school their was bomb threat ,it's scary thinking about that stuff."
"557","God these drills are scary. But effective. They teach us to get into any cupboards and lockers we can fit in. And if we're out in the hall, to either run into a classroom or run outside and hide. Most drills are fun, some are just plain terrifying. We never actually had a shooter though."
"558","When i was in 6th grade i had just recently moved to a new school and i became friends with this weird kid. Everyone bullied him and was very mean to him and i was his only friend at the school until one day when in the lunch line he told me he would bring a gun to school and kill the people who bullied him, and if i told anyone he would kill me too. I stopped talking to him after that."
"559","Next year in 7th grade I hope to get a certain teacher because he has a metal bat behind his desk"
"560","Ahhhhhh........America "
"561","We just hide in a corner. Then lock the door. Once we put a note out that we were at the library 😅 they just rattle the door"
"562","During our drills the teacher would pin the shooter and then....... RELEASE THE BEASTS"
"563","I don't know if this is just me but if I'm in a classroom and I see a window in it and hear shots in the hallway then that motherfucker is getting broken and I'm leaving because what is a little piece of paper pulled over the glass in a door against a fucking gun? Nothing....."
"564",""
"565","The fact that there has to be shooting drills makes me sad"
"566","my school does shooting drills without the guns"
"567","I don't understand people who says 'in my country this doesn't happen because we have strict gun control'; well in my country we also have it, and it's total CAOS, only the bad guys have guns and the population is totally helpless, and we also have one of the highest killing percentages caused by guns...
"
"568","This is the dumbest shit I've seen in my life responsibly armed teachers is the answer."
"569","In my school, they put a football player in every classroom so if the shooter were to come in, they would truck the shooter hard "
"570","Here's a question, if you're that worried about somebody hurting the kids, why not arm the teachers and tell them to shoot and kill them before there is another columbine shooting?"
"571","Barricade the fuckin door, I always said that's what me and football buddies would do"
"572","We have lockdown drills twice a year. I think that these drills are awesome because last year we actually had two students threaten to shot up our school. Had they done this we would have had to do a lockdown but without practice we would have not known what to do. Thank god nothing happened but if it did how would we know what to do without practicing a lockdown? At my school we also do fire drills, emergency evacuation drills, shelter in place drills, secure the building drills(similar to a lockdown but the difference is the door is just secured and regular education continues. We do these when a student gets out in the bathroom or in the hallway and we need ems to take them to the hospital or if the police where searching for a suspect nearby we go into a secure the building) and tornado and earthquake drills"
"573","This looks fun.. "
"574","We do the same thing at my school. Except there are no police with guns. We even have one teacher that waits by the door with a metal baseball bat."
"575","My school tells us to go under our desks but my science teachers do anything to hide"
"576","when we have a shut down i guy have a gun its not a pistol it was do you now the swats guns i grab that and my teacher say grab it i did and i shoot him in the head and the police good job they say i will pay you i say ok and the police man say here your mony i say thx"
"577","That's sad 
"
"578","i also get made fun of for liking and caring for dogs. Really now? i thought people have hearts for dogs? i guess the people at my school dont. thats why we need more shootings in schools to wipe out the idiots."
"579","im so fed up of my classmates making fun of me for liking disney and looney tunes. What the fuck man?
   i cant like whatever i want to like anymore because of too many judgemental people in society. 
  now i have a bad reputation in school just because of my personality."
"580","we need more and more shootings at school"
"581","I remember the time at my school this happened and we didn't know it wash a drill. And I was in the same class as my sister and brother. As soon as the officer came in I rushed him XD and he calmly pulled me off and told us it was a drill.. I'll do anything to protect my siblings XD"
"582","Once At My School We Had An Shooting And I Saw The Shooter And Attacked Him And He Walked Out Without Hurting Anyone And He Came Out With Scatches XD I Didnt Study 3 Years Of Self Defense For Nothing (And I Had A Pocket Knife Lol)"
"583","My father was in the Colorado shooting since then my dad is scared passing by school. SERECLY DAD? OK .... Awkard"
"584","HHAAAHAHAH STUPID FUCKING AMERICANS, THIS THINGS HAPPEN ONLY IN USA BECAUSE USA KILLS PEOPLE IN OTHER COUNTRIES  SO THIS IS A PAYBACK, I HOPE U ALL KILL EACH OTHER ! ! !"
"585","Kids shouldn't need to be taught how to react and behave when a school shooter comes in. Why? There shouldn't be any school shooters, American citizens shouldn't be given the freedom to buy and own a firearm. And if anybody asks my logic behind this, guns are banned in the UK. Look how few shootings we have."
"586","When I have lockdowns (4th grade. technically now in 5th) I get really scared thinking will I die? And I feel unsafe, when the principal shakes the door, I curl up, my heart- at a racing pace.."
"587","You look at the fucking gun he's holding in your fucking face."
"588","No guns at my school though."
"589","The school you shot up."
"590","+Dylan Klebold That's ironic. Dylan klebold one of the shooters XD"
"591","they never actually wanted to go wyd???"
"592","+Matt Williams Some schools can't afford extra security though. I know the high school I went to, could barely even afford new text books, let alone repair the roof that leaked every year, or replace the heating system that only kept half the building at a semi reasonable temperature."
"593","You act as if kids show up to school anyway..."
"594","Which is very sad that they don't take it seriously. that's why you have to educate yourself so if something like this did happen at least you would know what to do."
"595","Same any kind of drills in my school are never taken seriously"
"596","Well if your like his best friend or something "
"597","I know but what if? He doesn't"
"598","If you say that to them they will shoot you on the spot never trust gunman"
"599","You know that kids at Colombine actually pretended to be dead and it worked and didn't die"
"600","+PooTato Dylan Klebiod and Eric Harris"
"601","Lol maybe the jocks wouldn't have died if you haven't made fun of (Colombine kids I can't remember there names) and maybe JUST maybe you could have been friends but nooooo you had to be a jerk."
"602","Then everyone's fucked."
"603","yeah I mean let's ban guns when they go to shoot up a school they would be like ""oh darn guns are illigal dang can't shoot up this school"""
"604","+becka if guns are made illegal then the only people who will have guns are criminals who buy them on the black market. Then the criminals will have guns and the law abiding citizens would have no way to protect themselves"
"605","+BeckaBN ""But you wouldn't need them for safety if nobody had guns""        That's the dumbest thing iv'e ever fucking heard.    YOU need a gun.   Guess what sweetheart if a 250lb man grabs you and you don't have a gun your going to wake up with a sore ass...     If he doesn't cut your fucking throat open.          I don't know how you've survived so long being so naive but i truly hope you continue to be lucky."
"606","+BeckaBN ignorance is bliss"
"607","But of course we don't really break a window in practices. We just pretend to."
"608","+Uncle Ben In the drill they were probably told by the fake killer to go there."
"609","Lol that would be pretty fun I would be laughing"
"610","+Uncle Ben That's literally what you do. My principal it so stupid he told us to ""Throw paper balls at the shooter if they access the room"""
"611","+Uncle Ben Those kids just have to hope the shooter is a storm trooper"
"612","+Uncle Ben I know, it's not the safest or effective way, but, timing is the main priority here. It's not like the intruder(s) will give you time to escape. :/"
"613","+aSStronaut111 You should always report threats like that, especially if it involves death among you and other peers. Even if it's a friend of yours! He's not a friend if he threatens to kill you either.."
"614","Did he do it I mean not kill you but bring a gun to school"
"615","it's always a good thing to know how to protect yourself"
"616","fuck off, i cant deal with stupid people no more"
"617","+Robert Sandifer where do I look stupid. "
"618","HAHAHAAHHA CANT ENGLISH, MAN U R SO STUPID THAT U DONT KNOW HOW STUPID U LOOK!!!! I IZNAPUSIS MI SE S KURAC!!"
"619","+Robert Sandifer your the stupid one who can't English XD
Kannst du lesen? 😛"
"620","yes i know u r 2 stupid 2 understand, i feel sorry 4 u"
"621","+xMattyCat YT who cares"
"622","So? Are you me? Are you? 

You're a retard for not knowing you aren't me"
"623","+Inspiree Jamaa You cant have a youtube accout unless you're 13+ retard."
"624","Today I had a real fire drill at the end of the day when buses were being dismissed. My pencil is still in my bus room. "
"625","Well apparently the only school that is f*cked up is my school. Every single drill or emergency that happens, the students never take it seriously. They always laugh and make noises ON PURPOSE. They think they're funny, but they aren't. When the situation is over, the teacher yells at the whole class because of those f*cked up students. And those students will literally get my a** killed or something."
"626","and they only last for like tops 20 mins - half and hour (the drills)"
"627","I live in Australia andwe have a spesific bell just for lockdown drills and when we hear it we just have to lock the door, shut and lock the windows, get under the desks and stay quiet and then once we hear the same bell we heard alerting us that there was a lockdown that means the threat is gone."
"628","Here's an idea: Maybe keep all doors and windows locked shut?
Seriously. that's what we did in my former high school, and someone would always get up to get the door to let a student or faculty member in."
"629","""I feel safer in 'gun-free' zones because the criminals aren't aloud to use guns in them. That's how it works right?"""
"630","After the tragic Newton shooting my school got better safety equipment giving every door (into a new block of the building) a pin. The students new this pin as did the teachers, and the doors would open for 10minuets during class change over, and then lock. I live in England where things like this hardly ever happen, yet my school still worry. Honestly, guns are horrible things, and give anyone power over life "
"631","My little brother I said he sat for 2 hours for some house robber near him spotted with a gun"
"632","Damn!! I live in New Zealand, we had fire and earthquake drills, but we never ever had a lockdown drill. I don't ever remember them talking about that either. We don't have many bad things happen like that here but gosh we would have been screwed if someone did come to shoot! The school would have gone nuts! "
"633","Maybe the parents and teachers should keep a closer eye on problematic kids and give them the help that they need. Don't make depression worse with isolation and singling them out as bad people. When you make them feel like they're part of the community and wanted in the community, they most likely won't have any tendencies to destroy the community."
"634","Better to go down fighting if they come in the room, then cowering in a corner"
"635","Yeah the best thing is to take gang up on the shooter,  with anything when he enters the door.  The door is your last line of defence and he knows that,  when he enters the door knock him out and hold him down"
"636","Now you know when you have a good teacher, she says, Its the thought of anyone wanting to even hurt ""My"" kids....."
"637","Ive gone to alot of schools who never tell you if its a drill or not.And since we live in colorado (Home of the Columbine Massacre) they remind us of the tragedy and scare the living crap out of us"
"638","o  god  good   job"
"639","There was a man who many kids saw including me in the woods beside our elm school in 1st grade and we stayed locked down for 4 hours when the police found him there was guns fired and I was so scared I told my crush I liked him and played on my phone  "
"640","Well that is crazy! Sometimes we have unannounced drills. They announce them we lock the door, cover the windows, turn off the lights and hide in the corner. We NEVER do what they did."
"641","In my school, if we need to break a window to escape the school, were aloud to. Along with rushing the guy."
"642","My school taught us in seperate classes to run outside and in a zig-zag motion in a shooting situation drill. #cantgetusbitch"
"643","If you're American, do you really think gun control is ridiculous, but this is not?"
"644","I think the United States is one of the greatest democracies ever, but if you have to prepare your kids for shootings, there is something really wrong. I'm not talking about the drills. I'm talking about raising damaged kids, allowing them to get access to somekind of weapon. What's wrong with you american citizens? How could this happen so often? You should definetly wake up after all of this."
"645","I don't see how sitting in a fucking corner helps keep anybody alive if some one was to come in the room."
"646","All the teachers do is huddle them up in a corner that's the worst hiding place I've ever seen all the shooter has to do is open the door and shoot the kids do you want them to be killed!? If I was there I would break open the window run home it makes perfect since I mean why would just sit there in class waiting for the shooter to come in"
"647","Awesome prank though."
"648","130 yeah right no road in Fl. can let you get those speeds and almost got a ticket? If a cop caught him at those speeds he WOULD get a ticket. There is no ""Almost"" standard cars can't go 130"
"649","The only reason why psychos like targeting school is because libtards think laws will prevent them from shooting up the place. Organizations like NRA want to arm teachers in school so they ACTUALLY have the ability to defend themselves! The only way to stop a bad guy with a gun is a good guy with a gun."
"650","What has more brains than the students at sandy hook? 

>The wall behind them "
"651","average 1 a month? wtf? that's not true is it?"
"652","who elsethink teachers shoud be allowed to carry guns"
"653","yeah lets just hide the kids under the tables and wait for the shooter to blow their brains all over the carpet, why font they open the windows and evacuate like that and run as fast as you can and don't look back?"
"654","If they did a drill in my school where they fired blanks I would be like fuck this shit take a school chair and smash the window open and get the fuck out"
"655","And how exactly is huddling in a corner a defense? Doesn't that just make it easier for a gunman to take everyone out quickly? This is a terrible idea, some kid's gun-toting Dad is going to swing by the school during one of these, think it's real, and blow the guy away."
"656","I would have been he one shot in the ass....."
"657","they should hold mandatory seminars in schools for self defense in this situation. Power In Numbers"
"658","So so tragic... a good documentary to help us understand this is ( We Need To Talk About Sandy Hook )...God bless"
"659","I live in the UK and that looks proper scary but I love America I really wanted to visit it in America all their stuff is bigger and better than United Kingdom the foods nicer the stuffs nicer and plus they have really cool places to visit, and most of my fave music and TV shows ect all come from America. 👋🏻🇺🇸"
"660","ok im 15 years old and i think is stupid to sit in a corner while a guy with a gun is in you school try and fight back dont sit in a corner were he just fires and hits 5 people this pisses me off because guess what im one of those kid in that corner and i dont want to die so please change what we do in a lock down drill"
"661","We did drills like these in my high school but everyone just took it as an opportunity to nap cause it took like a half hour for the police to do their walk through"
"662","Is it bad that my school doesn't do fake guns? Just try to get in the doors"
"663","It must suck to live in America... At lease I don't live there XD"
"664","If we had unannounced lock down drills like this, I wouldn't know what to think. Sadly, we don't even have lock down trills anymore and we don't practice the A.L.I.C.E. procedures."
"665","3:00 No. Crazy twat im not"
"666","Good oppertunity to hop the fence and ditch "
"667","This will desensitize these children. When it comes down to a real shooting they won't take any notice as the threat hasn't been real for the last hundred drills, and why would it be now? They wouldn't take it seriously."
"668","I honestly *want* to have another lockdown drill at my high school. We've had like one all year, and it's May, almost June. In my opinion, middle and high schools should have them like every two months of the school year."
"669","In elementary school we had a lockdown I was in the speech room practicing on the word L (It's much better now) with about 5 or so people (the rest of the grade was outside) and they called a lockdown. So they used my jacket and a couple chairs as a wedge as the door. THEN the rest of the grade broke the door down trying to get in. Some people had to stand up in the speech room because it was so small. Then we heard gunshots. But no one was injured. We had another one the same year when we were in the cafe. And we sat there underneath the seats for hours. "
"670","The guy the woman from columbine took on had a popped blood vessel in his eye after she took him down. I'd say that's pretty damn effective if you're causing them to struggle enough to pop a blood vessel."
"671","Im not scared why hide in a room just id go home and hide there"
"672","this is the most retarded shit ive ever seen"
"673","How could u live in a country where school shooting are the norm !!!!!!!!!!! "
"674","Our school tells us to rush the attacker if they come into the room, because if we're a huddled up when he comes in, ya know, it's not good"
"675","Really you used sandyhook for an example are you kidding me that shit was so fake"
"676","We where all in our regular drill set ups. The principle goes around the school and yells and makes noises and kicks doors. Well one time he comes over and just opens the doors and looks at the teacher surprised. The teacher says, "" well um I forgot to lock the door."" Thank God for our teachers am I right."
"677","Dog Pile"
