"","his_data_2013.his_all_comments.textOriginal"
"456","+Ashley Johansson You obviously know nothing either;
In 2010, the number of gun deaths in the UK was 58
In the USA it was 8,700+
I know you're going to use the population argument, so hypothetically if the USA was the size of the UK there would still be 290+ gun deaths, I fail to see how you have grounds for any argument."
"457","+thelightinthedark100 aww, ok"
"458","I think its time for bed honey"
"459","*facepalm*"
"460","+Ashley Johansson"
"461","+Jasper Morgan so guns make people want to kill? ok, i see ur ""logic"""
"462","Oh I see another gun hater. These people would do this regardless of gun laws. There's no shortage of semi/fully automatic weapons on the black market, even in your country."
"463","No, it's really not. The thing that makes people do shit like this is the fact that anybody can go buy and AK-47 and carry it around as long as it's under their shirt, so they can't be arrested until they pull it out, but by then they can just kill a hundred people. You think a video that doesn't even show any of the shooting causes violence? Yeah, and at the same time, people have cock fights (chicken fights) becuase they play Pokémon."
"464","i havent laughed that hard in a long time. i felt kind of bad for doing it. lol."
"465","So people watching documentations about Hitler are desensitized and are entertained by all the people who died? No, they watch it because they are interested in what happened back then. It's curiosity. I can't say if my opinion would change, but if it were the case, I wouldn't be actively watching a video about mass shootings. I couldn't give less shits about anyone dying anywhere because it's people I do not know and do not care about. I'm not desensitized."
"466","+Shawsh2143
I wonder if your opinion would change if the victims were your family , your children, your mother.  You are desensitized , this is entertainment for you. Children dying from violence in any country is just a headline for ppl like you."
"467","The video was made a year ago and his comment was written yesterday. Even if it said ""Top Ten Mass Shootings"" who cares? And they even say ""Infamous"" in the video aswell. There is absolutely NO reason to be so butthurt about this video, at all. It was a very informational video, at least for me, living in the EU and not hearing about every single shooting there is in great 'Murrica. For me, it was interesting to hear all the stories.

I might get a lot of hate for this, but it's 'Murricas own fault that they have so many shootings. In my country its insanely hard to acquire the right to get a hunting rifle (obviously, for hunting in gated areas) let alone an automatic machine gun for ""personal use"". In the USA you can buy ammunition in your supermarket, like wtf? For what on Earth would you need a M4A1 or anything bigger than a normal pistol? I can understand that many people want to have a gun to protect themselves in their home, but the tiniest and weakest gun on earth would suffice for that.

I'd seriously encourage people who want to answer to me, to tell me why the fuck you 'Murricans won't give up on your fucking right from 1800 whatever year but still fucking whine about every fucking shooting there is.

The End."
"468","+Shawsh2143  The title was secretly edited. It sends the wrong message is all. "
"469","Its top ten most infamous. It says it in the title. Dont be so butthurt. The news reported about this stuff too, why cant a youtube channel make a list of the worst/ infamous ones to open peoples eyes?"
"470","Come to think of it, I'd add the D.C. Beltway Snipers, And then there was that horrific Native American massacre that people falsely claim was a school-shooting.

But by far the #1 would be the JFK assassination, considering that three people were shot and 2 killed I would technically define it a mass shooting, and is so, then undoubtedly #1"
"471","☻/ 
/▌    Bob says fuck you and your spam!
/ \ "
"472","Im not wrongly assuming anything. You should watch what youre saying. I didn't bring up the drugs."
"473","+Shawsh2143 Again, you can't formulate a repost by wrongly assuming my inferences. It could be said that legalising a drug would remove the criminality associated with minimal drug use, and those who find themselves addicted are not labelled, greatly affecting their social mobility. Legalising and taxing drugs may even bring down the deficit, who knows, but this really isn't anything to do with the video."
"474","So youre saying, that if you legalize something like heroin its better because you can control who uses it? And someone who wouldnt be allowed to use the drug would, of course, not be getting it illegally."
"475","+Shawsh2143 No, if i was basically saying that, then i would have said that wouldn't I. It's the same reason why drugs should be legal.. at the very least you have the chance to regulate, and have a modicum of control over who can use them. "
"476","Worst argument of all of the arguments about gun control. You're basically saying ""Why illegalize guns when people get them anyways illegally. Better make profit off of it."" 'Murrica"
"477","Guns cannot be banned to citizens in America because it would be considered unconstitutional according to the second amendment (the right to arms). Although there is also the option for gun control, I would say it is the people are the problem, not the guns. Even if guns were banned, people can still cause harm without them. "
"478","Thank you. Finally someone with a IQ above 60. Its a start and then in time, disarmament! Sad that a 1st world country has such high homicide rates by guns. 10,000 on average a year die because of firearms in the USA accounting for just under 70% of all the murders. You would struggle to find a percentage more than half of that in most 1st world countries."
"479","+wl0017
 Actually that could work,,or at least as a start. It would help cut a portion of it down."
"480","So are you going to do anything about it or just sit back and watch? Gun control is the first step to disarming. Every gun-holder registered and background check. Then bring in some law whereby all previously sold guns are need to be registered by a certain date, then those hoarding and not declaring after then  will be committing a crime."
"481","I think h already does that ^^"
"482","I don't think that you should be focused on guns, but the fact that your last name is Blunt."
"483","""Top Ten"" doesnt always mean the ""best"", it can sometimes mean the worst of something if u didnt know :P"
"484","Let's not forget, Frank Vitkovic, Julian Knight, Martin Bryant, Huan Yun Xiang.
Apart from Frank, the rest are PROTECTED. Many pray for their release, particularly the Italians. AMEN."
"485","also, btw, i didnt assume hes a child, i just assumed hes a moron(which he is), and also u think my reply sounds ridiculous, u should look at urself, mr.anti gun, what SsDoGsS said was purely just as retarded as my reply, but my very first comment is 100% true"
"486","ok anti gun"
"487","+Ashley Johansson your dumbass just cause he says video game you automatically assume he's a child who plays video games stop using stereotypes you fucking idiot."
"488","kk "
"489","Agreed man
""The only thing necessary for the triumph of evil is for good men to do nothing.""
~Edmund Burke"
"490","+Ashley Johansson 
you are most welcome darling :)"
"491","+Deity Slayer ok thank you! :D"
"492","+Ashley Johansson how old r you my dear ! lol its time to go and play with your dolls…
I dont think you can lift a gun let alone shooting so why bother with arguing over owning one ! but thanks for sharing nothing useful with us "
"493","+Deity Slayer its ok that you want more deaths in america because ur ""utopia"", thx for sharing anyways :D"
"494","Ooooh really ! I would love to hear how many mass shootings and school shootings have taken place in your country ?!?!?! and how many kids are shooting other kids in the head  every year ?!?!
in my own country and the country I live now, we never ever had such incidents, not even a single one in our entire history, but im pretty sure its just coincidence right ! it has nothin to do with the fact that ppl are not allowed to own or carry a gun"
"495","Wow,you know everything about me now including my heritage??
You are a a fucking moron.
Yes,I am a threat to weaklings like you....be scared dipshit.

You are a racist piece of garbage.....niggers and arabs you say.
Case closed....you are dumb."
"496","You aren't native. You already embarrassed yourself long ago. 
1. Too ignorant to know about world history
2. Envious and hateful towards the US
3. Too stupid to not understand the title of this video.

You are a triple threat dumbass. CONGRATS. Clap clap clap"
"497","Most illegal firearms in the US are purchased legally first and then re-sold illegally."
"498","you mean shit old USA"
"499","i live by aurora colorado"
"500","i mean even though people want to control guns, they WILL NOT stay controlled. Evil people will still get the guns while the rest of us who actually obey the law will go through a tedious process to get one"
"501","People always come up with crazy things of what they would to do if they had a time machine, me? I'd prevent all of these shootings and more."
"502","You would listen to what they had to say? And that's what no one did? Im sorry when would u like people to listen to them? When they have a whole school as their hostage? Give me a break. "
"503","This video is exactly why mass shootings will continue to happen. Because the media glorifies these shooters. These scum bags were nobody's before they committed these atrocities, and over night they are national celebrities. That is exactly what these low life individuals want, to have their names plastered all over America. We should be glorifying the people who took these sickos down, and we should never mention their names again."
"504","There's also very high rates of bullying in America, high rates of broken homes, and often attempts to ban guns. Take a look at all of the factors that play into this."
"505","look at Norway and Sweden, barely any mass shooting with guns. compared to the US they're heaven"
"506","Ignorant fucks want guns to be illegal because of mass killings, lmao. If guns were illegal it wouldn't stop mass killings, and it certainly wouldn't stop mass killings with guns. People will get guns one way or another."
"507","This is why guns should be illigal."
"508","this was released only 9 days b4 the elementary school shooting"
"509","3:26 so funny! Only in America would the wife of the man who went on a killing spree, murdering several people in cold blood, try to sue McDonalds.  Attempting to claim that the reason for her husbands psychosis was due to the chicken Mcnuggets he ate there. Maybe that's why they call Happy meals, Happy meals.  To try to stop people from killing after eating them."
"510","there's been enough to make a top 100 list"
"511","If they were to remake this list, Sandy Hook would most likely be on that list."
"512","I am native dipshit.
Quit while you're ahead,you're embarrassing yourself."
"513","Guns guns and more guns"
"514","loook at the name dooob69....that alone should spark a flag saying he is ignorant and anything he says probably has minimal competence"
"515","It's sad that there've been enough shootings to make a top-ten list out of."
"516","I love watch mojo they got good stuff"
"517","You're literally too stupid to insult."
"518","People hate the US cause of envy and ignorance. Now shoot yourself you pile of shit. US is a little over 250 years old, compare that with 1000s of years of civilization where there were wars, sieges, civil wars, genocides, thefts, rapes etc. YOU IGNORANT MOTHERFUCKER!!!"
"519","I don't read profiles dumbass. And I think your country has a lot of blood on its hands. You stole form the natives you fucking piece of shit."
"520","its called war, where millions of people die, at the same time why don't we bring stalin and hitler up and talk about their combine 10 million killing spree. Yeah you know how it feels to be bitchy."
"521","You're*"
"522","Fuck you"
"523","Your stupid"
"524","How did you know 9 day before the sandhook massacure"
"525","Argreed"
"526","#2 Korean"
"527","Americans are stupid"
"528","Yes,lets forget about the rest of the world and only think about what happens in the US.....brilliant,no wonder everyone hates your CUNTry."
"529","My profile says i am from Canada...who is the dummy now,can't you read you ignorant fucktard?

"
"530","If you read that title it said mass shootings in the US, not the outside world."
"531","Guns are not supposed to excist they only give ous damage"
"532","Yes"
"533","IN USA, read the damn title of the video :L"
"534","Gun crime in the UK < Gun crime in the USA. Need i say more?"
"535","dang dude my bday is on columbine"
"536","oh tnx man... very well said"
"537","He said"" I wouldn't say a single word to them. I would listen to what they had to say, and that's what no one did."
"538","what Marilyn Manson said at the end of vid? can someone answer me tnx"
"539","IN THE US which means in the us"
"540","the ignorance in your comment is astounding"
"541","*Sandy Hook Elementary"
"542","The Sank Hook shootings most likely trump Columbine now. At least to most, because of the little kids killed that day.  

It's things like this that tell me humanity is doomed for self-annialation if we don't come to our senses. Regardless of how we end up hurting/killing one another."
"543","*sigh* the title clearly state ""Inside the US"" and there is even an annotation that says at the beginning that there is another list for mass shootings around the world. THIS IS OBVIOUS SHIT PEOPLE. IT IS IN THE GOD DAMN TITLE."
"544","Neither were committed IN the U.S...
"
"545","Hmmm... fairly certain that Iraq and Afghanistan aren't inside the United States."
"546","I agree but it says In the U.S. so it doesn't really qualify for the list. "
"547","bit fucked up that there's enough of this shit to make a top ten list out of it"
"548","Not  fan of the gun culture in america but I think you are right about the mental health issues. Ive been in some big debates here about US gun laws I think there grossly out dated, but mental heath must be addressed when the fact is these nut cases can go get a gun by simply opening a bank account!"
"549","...""in the U.S"" (not belittling anything that happened in Irag or Afganistan"
"550","Radical Islam!!  You mean actual Islam dummy!!!!"
"551","Lol it obviously says IN THE US. "
"552","damit, you damn chicken nuggets killed many pipul, mcdonuldz y u do dis. ples"
"553","Funny, your people have murdered millions and millions you fucking arab piece of shit. Lets see that video. What about all the theft, rape and murder your people committed for 1000s of years? HUH!? You dumb fucking arabs try to hide that shit."
"554","There wouldn't be enough video to record all the theft , rape and murder around the world for 1000s of years before the US even exists dumbass. You ignorant fucking idiots always make yourself look dumb. What country are you from? What happened to the native there>? what group did your people murder you piece of shit?"
"555","Read the title. ""In the US"""
"556","I think we're running out of top 10 comments at this point guys..."
"557","Dang Colorado"
"558","So that blond lady is the reason for gun laws and all that bull shit!!"
"559","Not only that....I make a mean spaghetti sauce!!!"
"560","Brilliant Comment. Not shocking anyway!!!"
"561","Your mom...after I assfucked her."
"562","Who let you out of your parents' basement?"
"563","Democrats SMH"
"564","i knew video games would be mentiond
"
"565","American's just like to bully people, in Europe, the just go to war with eachother"
"566","edgy"
"567","Did you know that the people killed in the Colorado one were first asked if they were Christain, they all said yes and we're shot"
"568","why blame mental illness when you can blame video games * sarcasm*"
"569","i think the sandy newton shooting would have been added, probably to number 1 or 2 if the video was uploaded a lil bit later."
"570","Hey if you practiced a religion that forced you to have a neckbeard you'd probably go crazy and kill people too. =p"
"571","FUCK ALL THEM I HOPE THEY ALL GO THE HELL FOR WAT THE DID FUCK THEM"
"572","I'm not saying Americans are stupid. I'm just saying that we don't take very good care of people with mental disabilities"
"573","I wasnt sayin mass shooter are democrats dumb fuck I was sayin stupid gun nuts are republicans, you know the pro gun NSA dumbasses like yourself"
"574","Except its proven that lots of the mass shooters have been registered democrats, please stop being a complete dumbass and kill yourself."
"575","Number 8 i see in the movie before o.o"
"576","Republicans SMH"
"577","Ok,I can agree with that one fact....the whole human race is fucked.
"
"578","Couldn't have said it better myself. "
"579","''Violent video games'' ??? GO F*CK YOURSELF!!! - Trevor Philips GTA V :D :D"
"580","the truth is you bring afghan and iraq when it has nothin to do with this video ...you people are fucked..... whats that supposed to mean theres a ountain of shit happening throughout the whole world the whole human race is fucked "
"581","I'm not sure what's more fucked up, the fact that all these massacres have happened, or that there's a top 10."
"582","Only in America, would there be a top 10 Mass Shootings.."
"583","Refused to shave his beard over religious beliefs? If this all powerful excuse to do whatever you like known as religion has it's place in the justice system (which it evidently does) then technically you could say. ""It's against my religious beliefs to be held against my will"". See the problem here? Who's deciding the limits of religious based immunity?  These fictional beliefs based on superstition should have no place in the courts of law."
"584","Are you for real? And you think having no restrictions in place would not make things worse?"
"585","Touche."
"586","I don't think taking away guns from people will do us any good. It might decrease the gun violence rate sure, but there are other, easier, illegal ways to get a gun and ammunition. Like they say, take away a starfish's limbs, and it'll just grow back. I think the real issue is the mental health of the shooters. America's mental health care program is practically non-existence. Special education programs are disappearing, mental institutions are becoming fewer and far between. We need to help"
"587","Right. That was my point from the start. Everyone is quick to blame music and video games. How about the millions of other people who play those same games and listen to the same music? Why is it a fraction of a fraction of the people who listen to X band or play Y video games end up shooting people while the other 99.9999999999% are normal people?"
"588","Is it a coincidence that this video on mass shootings was posted 9 days before Sandy Hook?"
"589","Gun control just leaves innocent folks helpless against VIOLENT crime.  So no, gun control does nothing to make a safer society.  Sure, you can claim no gun crime (which is a farce, at best), but what about knife crime?  Rape? etc, etc.  You did nothing to fix the real crime, violent crime.  Just because you took the gun, you did nothing to stem the violence..."
"590","this is one of those videos where you're unsure of weather you should like or dislike"
"591","Umm my point still stands, do you think the world just drops off once the US border stops or something? this is why Americans have such a bad rep around the world. Gun control DOES work and it can be seen in Canada, Australia and European nations. The fact that it doesn't work in the US is because Americans unlike other nationalities have a massive love affair and hard on for guns, the US is the only country that had a WILD WILD WEST in their culture, thus the culture of guns lives on. Wake up."
"592","manson should be hanged that peace of shit "
"593","suiting macdonlads for nuggets beacouse of here man fucking stupid whore whata joke !!!"
"594","Way to run away from my comment and ignore the truth.
Americans killing people regardless of it being on your own soil or not...dumbass.
You people are fucked."
"595","what the fuck is going on with the music?? "
"596","What about Waco?"
"597","Top 10 Infamous Mass Shootings in the U.S. learn to read dumbass"
"598","Hmmm...no mention of Iraq or Afghanistan....thats odd.
Those were both mass shooting by Americans."
"599","Racheals challenge Number 1"
"600","us citizens: the most weird and stupid animals on this planet"
"601","Where is newtown?"
"602","what about the shooting where a little garl took haer dads air rifle and her excuse was that she didnt like mondays"
"603","I watched the documentry for columbine shooting... Fucking sick. (Bad way)"
"604","MCDONALDS : We're definatly not loving this!"
"605","Why did you make this list ?, This shouldn't be something you rank as if its something to aspire to. Really very foolish "
"606","Ok people if gotten tens of posts already, I think I get the idea."
"607","How does it? Who here has said that mass murders would not occur in the US? All we've said is that likelihood of them occurring would be greatly reduced if it were not for your outdated gun laws, and so with all due respect it is you, and all those of a same mind as you, that need to do some thinking in this regard."
"608","How the fuck is Columbine the most deadly when Virginia tech took twelve more lives and injured 22. He also did it alone and without explosives. How is columbine the worst???? "
"609","Sad this was publish shortly before The Sandy Hook shooting :( "
"610","chicago is a perfect example of what i'm talking about. chicago has strict gun bans, among the worst and as you just pointed out- very high crime rates. perfect example of gun control laws not working. thank you for helping to argue my case for me."
"611","Very true. "
"612","This aren't the biggest, they are the most infamous and Columbine caused the highest impact on any US shooting also being where blaming videogames and movies (Not that i agree with it) started being the ""cause"" of shootings."
"613","What does that mean? "
"614","I feel that they selected that one because it had more of an impact on society as two teenagers just walked into school one day and shot 15 of his classmates and teachers."
"615","Marilyn manson should just die"
"616"," Columbine is still the most famous school shooting ,  because there  were TWO gunmen..

Unlike other mentaly ill shooters  , Eric and Dylan were ""normal"" and they were bullied every day  and  they were  loosers of loosers in the entire school.

"
"617","what are your gun laws?!
"
"618","I'm In australia and we never had any mass killing since 2002 so there is evidence that gun laws do work!"
"619","They were bombings not shootings"
"620","Stop spamming of I'll come for you"
"621","Earth isn't a country"
"622","read the goddamn description."
"623","Where is the sandy nook massacre?"
"624","This is a type of music I would use while making pancakes and not explaining about tragedic events."
"625","Let me remind you
#1 is the only massacre that was made into a game that received controversy which made people more sad for the people that died in the massacre!"
"626","the Asian kid at Virginia tech was a north Korean exteremist not south korean"
"627","It happens. Sometimes I stumble over the simplest of words. I hate it when it happens, and then I get that ""deer in the headlights"" look. "
"628","Why is this a top 10?  This is Fucked up..."
"629","It is because the city's or the national government don't want to see the fault on them, so they place it on something that is ""believable"" since the amount of violent media has increased."
"630","The picture of the guys face at number 9 scared the shit out of me. "
"631","if it wasn't for the games industry i'd have a fairly large police record of violent acts"
"632","keyword = infamous

not ""deadliest"""
"633","Number 9 has a movie based on this true story. The title of the film is ""DC Sniper"""
"634","anger on wives, losing jobs I don't care, there is no excuse to go around killing people!!!"
"635","The Beltway Snipers (#8) were not mass shootings. It was a spree, not a mass event."
"636","The title is ""Top 10 Infamous"", not highest body count."
"637","Undoubtedly, you could drown someone, electrocute them or even just beat them to death. "
"638","Gun's were created to kill as their only purpose. Knives can skin an animal and cut food up, poison may be used to make an antidote to natural venom found in snakes, and spiders. Do firearms have any use besides to injure or kill?"
"639","He doesn't need to, America is doing a fine job of fucking itself up."
"640","check out the documentaries on #1 youll understand why its so infamous and its disturbing the way they did the things they did and how they had planned it for so long and even told people before hand without them thinking anything of it"
"641","i feel bad for marilyn manson, the columbine shootings were blamed on him because the kids were wearing marilyn manson t shirts under their coats... if i go out with a nike shirt and kill someone then is nike to blame? maybe they just liked his music god the media is so stupid"
"642","We have enough gun control, now we just need idiot control."
"643","im sorry for my errors my bad :("
"644","The are no SHOOTINGS!"
"645","You need to spend more time in school. You should really reread your words before hitting post."
"646","Those damn chicken nuggets."
"647","top 10 ""Infamous"" shootings dude 
not who killed the most fucking people"
"648","Again, as I said before, many factors lead to someone shooting up a place.  No one factor can be the sole reason because the issue is much more complex than, ""That person had lousy parents"" or ""That person plays violent video games"" or ""The other kids picked on him/her"".  Not to mention, some spree killers are adults (aka parents might not be alive).  Every individual killer has their own motives, possible mental illness, and X factors; no one case should be treated the same.       "
"649","those arent mass shootings..."
"650","what about boston bombings? or 9/11?"
"651","Sandy
"
"652","I'm apologizing because you're a dumbass."
"653","this video was made a week or two before it"
"654","#1 Made a WAY bigger significant change. Schools have Policemen, Metal Detectors, etc. because of #1"
"655","-.- READ THE F*CKING DESCRIPTION!!!"
"656","WHERES NEWTOWN!!"
"657","I also thin the ""Gun Free School Zone"" is a flawed approach. Nothing a criminal like to know better ahead of time than if there are any firearms at a location, and this not only guarantees it, it advertises it."
"658","""no legitimate hunting purpose""? I'm sick to death of this battle cry of the gun ban nuts. The 2nd amendment has absolutely zero to do with hunting or sports. It really has little to do with protecting ones self from criminals. It is all about the citizens of this country protecting themselves from their own government. "
"659","#2: 33 people die.

#1: 15 people die.

WTF?"
"660","I hope these are numbered randomly....seriously a fucking top 10 mass shootings, you're a fucking disgrace, at least do this with dignity, a top 10 list is a slap in the face of all those who died, you bitch."
"661","I liked Marilin manson's comment at the end."
"662","I was the poor kid in the rich neighborhood. I was bullied in grade school, I was bullied in middle school, I was bullied in high school. My parents taught me that nothing these people said to me could ever hurt me. Best part, all the people that bullied me are doing shit with their lives and I'm in a good place with a wonderful child and a beautiful future. I am merely stating between the two, video games/music and parents, the parents should take more blame than games."
"663","fked Up sHIET"
"664","rack markers..anime..alife"
"665","nigga nigga ngga niGgA"
"666","fuck KOPS"
"667","Spanish KINGs........"
"668","aZN aSSN"
"669","when da fuck iz saber dutch Italian boy???????"
"670","saber187haha!!!!!"
"671","sureM&Mgotbad on18?????"
"672","187?hailedeadnmeXICo"
"673","saber KANt"
"674","saber don't paint minority fool"
"675","reeal bad shiieTTt"
"676","raked me a gun Italian boy"
"677","dead suRFErs......"
"678","smashed brian da"
"679","dead cat"
"680","old ass comp"
"681","why iz Canada running so fazzzt dawwwG?"
"682","Well 
to this theory i cant say much cause i dont live in the USA. just want to say that the people in southwest have the most guns and therew are no street gangs"
"683","damn manson, tell it how it is!"
"684","hint* it was obviously put at the end of the vid for a resone. lets do our part you guys. Not nice over the internet either, in real life"
"685","wow, manson just blew my mind. "
"686","I can actually verify your argument. I know many Southerners who talk about the South rising up and seceding (i.e. bringing back the Confederacy). They started talking about this because of Pres. Obama. They are confident that if they had to fight the liberal government that they could defend themselves with their shotguns and hunting rifles. I don't understand why they are still so bitter about losing the Civil War though. This nation would be far worse off if we were ruled by the Confederacy."
"687","lol KLRN NEWS ""BULLET""IN"
"688","Giffords didn't deserve to be up there"
"689","im sorry but the horrible events the lady is talking about and the peaceful acoustic in the background do not mix together, AT ALL"
"690","they shouldn't say TOP ten, they should have said ten most infamous, because there is nothing top about a person who was pushed to shooting innocent civilians in a mass scale, sure some of them were sociopaths but a majority of them were getting other influence but that's beside the point. people shouldn't lay blame on any one because its everyone's fault some way or another  "
"691","online warrior because i used a cuss word? :S ok bro whatever its being an online warrior when someone does it but its rational conversation when you talk to the other guy with sarcasm? trying to make him look dumb with your ""smart"" comment? i smell double standards. but pay the warrior no mind sir, have a nice day."
"692","The us has bombed more than 50 countries since ww2,Many of them democratic,  look at vietnam,iraq,central america,millions dead,dont listen to fox news ,listen to good journalists like pilger,"
"693","Yeah because violence is really strange in human history...."
"694","columbine was a conspiracy an sandy hook was staged."
"695","THE WORLD IS COMING TO AN END!!!"
"696","The title explains that this is a list of only U.S. shootings. If it were worldwide you'd probably just see a bunch of videos from middle eastern shootings"
"697","Actaully no. Norway is on the top, Followed by a few countries from EU #"
"698","Ok i see your point and i want to talk to you to maybee change your mind i think we should skype or go on a teamspeak 3 server to discuss this to and end"
"699","Yeah ok 
i think if the police gets enough money they should maybe handle this. In citys its maybee a other thing, But why does Farmer or People in the South west need so muc guns i dont hink there are so much street gangs. i think this people are just dump and think that obama could become a dictator "
"700","why are you apologizing? no one care about you or what you have to say now you feel the need to try and prove yourself some how by listing the things you say you do that has nothing to do with you stoping america on the global stage since you said what you do i will too 7 years us army infantry again i state if you have a problem with america its just that YOUR fucking problem not matter how much you bitch america & americans will still be here enjoying all the luxurys half the world doesnt have"
"701","lmao ok kid"
"702","when will people get it through their head, it is not radical islam! that is islam! "
"703","Ok first off I'd like to apologize to everyone else, not all Americans are like this. Secondly, if we complain its usually about our OWN nation, not others and since when did I even complain or in your words ""bitch like a little child""? You say I can't do anything. Haha silly kid, I'm upset with the fact that there are homeless people on the streets with no food. What do I do? Volunteer at food banks. I do shit unlike you whining about others whining. So I ask you kindly, fuck off & stop trollin"
"704","you are just another trigger happy fuck, itching to take someones life. like you can really protect yourself from a gang where every member has firearm or a terrorist who is strapped with a bomb. do you think this is grand theft auto? you are really stupid if you dont think that the cause of this mass shooting problem is the fact that guns are very easily accessed with no background checks done on buyers. So instead of having an AK47 to protect from a petty thief, try a fuckin taser"
"705","ikr"
"706","Where are all the white racist that be on the black peoples pages talking about how violent they are...there are no black racist comment, because most of the people on these clips are white killers.  Interesting!"
"707","Yeah but at least you should start thinking of this problem and find a solution cause weapons kill people wayne who have guns. I never want to go to america becasue of this and this is why many people think bad about the USA 

i also want that you respect my position"
"708","Man it's a good thing we had all these gun free zones.  That sure stopped those scumbag killers!  They took one look at the strict ""No gun"" policy, and said ""Well shit, I don't want to get in trouble for bringing my gun in there, so I'll find another target."""
"709","Who cares if you think nobody needs a gun?  It's our constitution, and our second amendment, and if you can't respect it, then by all means, don't ever come to america."
"710","dude WTF!
why did you do a top 10 of this shit
DUDE"
"711","Well i think that because of the fact that ou can get weapons easy in the USA the accidents are more, and then because of the Stand your Ground law etc its easy to shoot somebody and say it was self defense also if it wasnt that make it very easy to kill people.

You say that without weapons you cant defend vs criminlas but for this case you have a police etc i think weapons doesnt make a situation calm down and at in the end weapons kill people."
"712","then why is the only thing you any one else can do is whine and complain about america your bitching like a little child "" oh this isnt fair screw those people blah blah blah"" guess what as i have said before do something about it the fact is you cant so would you now like some cheese with your whine?"
"713","i will you stay poor"
"714","Mass shootings are an American pastime. Even foreigners are participating in this honorable tradition."
"715","There never was a ""greatest country"" and never will be. Some countries are just shittier than others."
"716","Starting a shoot out at a military base? He must of had a death wish."
"717","Firearms are use in self-defense more than they are used in crimes.  It's just that 99% of the time it doesn't result in a shooting therefore doesn't make the news.  
If citizens are disarmed then they are subject to the whims of criminals and the gov't.  You have to look past the present and at the past and the future to see that governments don't always do right.  In fact much of history is them doing wrong.
"
"718","Yeah !
I dont know 100% but in germany you get a training how to use the gun and then  you have to get examination if you sucsess full you get a ""Waffenschein"" in english like weapon license and hen you can buy gun until a special caliber but your name and you gun gets in a index etc its very strict and it helps we got less shootings than in the USA. "
"719","But at some Point you have to start because, you have like 88.8 guns on 100 citizen in the USA that shows that you get get them too easy.
Then i think oyu have to start anywhere or this shooting will go on and on. And smaller magazins are maybee the step in the right direction because i think no citizen really needs his gun"
"720","SAR FUCKING CASM IT IS A CHASM OF SARCASTICNESS PEOPLE ARE INHERENTLY VIOLENT THIS IS COMMON KNOWLEDGE"
"721","Maybe you should watch this video you left this comment on. After that, you would have to be one evil asshole to want to disarm The People when you see how many bad guys there are. "
"722","if this is not sarcasm then tell me when the fuck will criminals fallow laws. until then im keeping my guns"
"723","America isn't the greatest country anymore. That's all there is to it. "
"724","Oh yeah, I completely agree that we need more regulations and rules. I understand and am fully in support of that. I thought you meant to get rid of all guns. Yeah, I believe being able to buy a M16 or something of such sort is a bit excessive, why would someone truthfully need that? 

Oh really? Nice. Does Germany have stricter laws on gun control?"
"725","lol I know. I'm just messing with him."
"726","Damn it...We're not all like that idiot haha."
"727","You can buy them like pistols in most states.  There's a criminal background check.  But they are very rarely used in crime.  Really, the problem aren't guns, how they function, or their capacity.  80% of our gun homicides are gang and drug related, due to our ""war on drugs.""   That's the real problem that politicians don't want to address. 
Changing the capacity of a magazine I own isn't going to stop that in any way.
"
"728","Yeah sorry i mean half automaticly weapons like M161 or stuff. And i think you can buy this weapon like you can buy pistols. Sorry for that.
"
"729","We really don't have full auto weapons en mass here in the US.  There's a relative handful with a fixed supply (can't sell any newly mfg. full auto past 1986) that are very very expensive and you need a thorough background check.  I can count the number of times a full auto weapon has been used in a crime on one hand since the 60s and one of those times it was by a cop using an issued firearm."
"730","Yeah but something has to happen guns are not the solution of problems. maybee smaller magazins or no full automatic weapins sell to normal citizens. At some point it has to start. 
I am from germany and we dont have that much shootings"
"731","I figured the Newton Conn shooting would be in there, i guess this video was made before that...Rip to all the innocent victims in Newtown and this video...It's sad to see so much evil in this world"
"732","lmao there is that American inbread stupidity. Way to own yourself and embarrass your country. Stay forever free, kiddo."
"733","What is that going to help? It'll be just like drugs, although illegal it will still be available. If someone really wants to create a mass shooting they will do anything to get the gun/guns. Stop blaming guns."
"734","Maybee stop selling Guns at every Idiot "
"735","those damn chicken nuggets making people mass murderers..."
"736","Actually that sums what he says up fairly well."
"737","Read Mass Murderers,Just like painting,murder is an art.I respect all these guys,lol"
"738","Sandy hook would probably be the worst kuz it involved mostly kids in elementary school"
"739","You can't completely blame the parents either.  A mixture of factors leads to mass shootings like these: the shooters interactions with their peers, their culture, economic class, mental illness, relationship with parents, and personal interests, etc."
"740","what the hell is this, a top 10 list of tragedies?  So strange the way it's presented so matter of factly"
"741","I think it's fucked up that they are being ranked at all.  It's like, ""Hey, which one was your favorite?"".  They are all equal to me.  Imagine just going about your business and some crazed psycho just starts shooting.   "
"742","I say that number 1 should be the Colorado shooting and number 2 should be the sandy hook elementary massacure"
"743","Challenge Accepted."
"744","Das Kapital in Guns. "
"745","I hate to say it, but if America would take away guns, the people the commit the crimes are going to be the idiots who smuggle guns into the US.  We made crack, herowin, and weed illegal, and has that stopped people? Hell no.  Your basically asking that only cops, marines, and insane killers to have guns, and not the people to know how to actually handle a gun."
"746","How about we stop blaming movies and video games and music and start asking where were the parents? There was clearly a deeper issue with all of these people. No one took the time to find out. Issues can be solved without resorting to violence. "
"747","You can never underestimate the stupidity of people on Youtube."
