"","his_data_2017.his_all_comments.textOriginal"
"729","that's fucking frightening holy shit"
"730","I just realized how close I lived to the Columbine school...."
"731","When they throw the tennis balls the guy could shoot them"
"732","My school doesn’t do that they just do the be quiet and go to the back of the room and that’s why no one in our school take it seriously and everybody laughs"
"733","Hi"
"734","I was dying when the teacher was fighting the guy"
"735","She said her husband was going 130 MPH, fuck bro, fast as shit lmfao"
"736","Wait... how did I get here?..."
"737","I would be like: NO MORE SCHOOL and run away"
"738","you better run you better run you better run"
"739","Shit man, if I saw one of these mafuckas walk in, this bitch wouldn't have walked out alive. Hell, they might not walk out, especially if they pointed the gun at my girlfriend, man oh man would they have a pencil in they're throat and their gun in my hands."
"740","6:18 

Me:I'm done.. nope.. nope.. & nope! 
*leaves*"
"741","Who else saw on 1:31 that girl popping out of a bush and waving at the camera😂😂😂😂"
"742","0:49"
"743","0:49"
"744","the stupidest idea ever!"
"745","My school only has fire drills"
"746","What if they announced it's a fake lockdown drill but a real shooter comes in 🤔"
"747","49:00"
"748","FUCKING GUN LAWS AMERICA FUCKING GUN LAWS"
"749","Pathetic"
"750","130 mph Jesus Christ"
"751","Around his neck"
"752","I would grab his arm and bite him or wrap my leg around his nexk"
"753","My teacher will slam them to the ground I grab my 3 inch math book and smack them till the cops show up"
"754","Fuck Americans are vacuous.
They can't see the forest for the trees. 
Change your gun laws or stop crying on television when the next shooting happens. 
Shut up and swallow it if that's your decision."
"755","How did I get here from Trevor Moran’s videos?"
"756","My school did lockdown drills where we hid under desks as well, but now we barricade the doors and try to get out of the school through a window or something and run to a designated safe point. We obviously don't jump out the windows in the drill and run though. If the shooter comes near the classroom where your in, people would have things to throw and stuff like the video showed."
"757","They should practice this thing called ALICE. It's a more SERIOUS drill."
"758","Oh hell no. if my daughter was in any danger even if it was a ""drill"" I would be the one going to jail"
"759","0:49
The dood wuz doncing!
[i used this on purpose]"
"760","3:50 something i would do 😂😂😂"
"761","2:52 there is a kid high above the others,he looks kinda like me"
"762","I bet if it actually happens they won't believe it and think it's still a drill🙄😒"
"763","But potential school shooters are participating in these drills, they know exactly what the students will do..."
"764","Next step is probably preparation for rape..."
"765","that’s not okay. They should notify the parents and should not be traumatizing children."
"766","My school could honestly use the excitement of a fake drill, it's so boring here xd"
"767","Sun Set Nova we have a practice one tomorrow‼️"
"768","chocolate bunny what’s the school called and when did it happen"
"769","""42 in a class""
thats where you lost it
what kind of psychopatic maniac would make classes of 42 people with 1 teacher? 1 teacher would go nuts with 42 people"
"770","Dubbed it is true"
"771","chocolate bunny God you disgraceful piece of shit human. Trying to get attention saying that you were part of a shooting. If that was true, you should’ve been part of the 20"
"772","If I was a school shooter i would wait until assembly 😂😂😂😂"
"773","4:07 remember switching to your pistol is always faster than reloading."
"774","Just watch pumped up kicks"
"775","3:12 WHAT THE FUCK SHE WAS IN THE COLUMBINE!?!?!"
"776","0:49"
"777","Our school turns the lights off for a minute and tells us it's a drill."
"778","2:30 ""Or something"" brat deserves to fucking die lmao."
"779","My school:
Unauthorised entrance:
Lion king plays.
*Claps*"
"780","And in France :
*Alert(exercise ;-;)*
Teacher : Close the door and be quiet Kids.
Me : Hell no why .___.
Boys : YAAAAAAAS BITCHIES.
Other girls : *Cries*"
"781","I remember that I had a drill lockdown it was really hilarious my school made fake gun sound and it probably scared the s**t out of my Malay teacher"
"782","HA I’m in England and we tend to not have shootings because well... we don’t allow people to have guns here you know... FOR SAFTEY"
"783","Just do 100 pushups, 100 situps, and a 10 km run everyday and when a shooter breaks in, you beat the shit out of him/her"
"784","KICK THEM IN THE BALLS,THROW THE CHAIRS,ANYTHING,EVEN A DESK,IDK!!!!!wait....THROW GLASS!!!we will pick it up later. I'm a student so yeah."
"785","0:49"
"786","Okay so last year this girl that was in a wheel cheer she couldn't walk at all legs crooked and shiz and she tells her friend about a movie with bombs in it and some kid over heard and snitched sayin she was going to bomb the school and guess what? They believed the kid that snitched and she got sent to another school and suspended. Last year there was never a 'Bomb threat drill' but now there is. Schools are dumb"
"787","O"
"788","If anything kids need this, their just pussies that need to be hardened"
"789","If there was a school shooting I wad break a window and jump out :3"
"790","I feel bad for these teachers because what if the armed actually had another weapon in the other hand. People have actually never be on my dark side except for my parents, they don’t like it..."
"791","0:49"
"792","why don't we just put a firextring in every classromm when an shorter comes in the class hit him with it and spray it at them it will burn thear lungs I think this will help"
"793","I use to go to its sister school holy moly I didnt know they did this till now. I wonder if they did it to my school."
"794","I AM KANNA KAMUI AND I AM KAWAII"
"795","Not a ticket we cannot be having him get a ticket my goodness what is he world turning into people getting tickets absolutely disgusting"
"796","Me:*goes to sleep during school shooting* 
News:how did you survive 
Me:playing cod till 2pm"
"797","If my school had lockdown drill, i would get the gun from terrorist and tell them to drop the gun and get down on the floor so nothing will happen to them.
Just like this: https://www.youtube.com/watch?v=QktyTb96yMc"
"798","If it has a school shooting the student doing it will already know the drill How to get around it"
"799","Never had a shooter drill but had shooters in the school soooo... My school sucks"
"800","But now I'm gonna bring a knife whit me everywhere look I said I wasn't scared but everyone is scared inside and I don't want people to die infront of me I'd rather die trying then not trying and letting people die right infront of me"
"801","BRUH R THEY FUCKING IDIOTS?!??! u dont fucking hide behind a desk!! U COULD EASILY GET FUCKING KILLED!! U FIND OUT WHERE IN THE SCHOOL THE FUCKING SHOOTER IS AND IF ITS NOT IN UR AREA, U RUN!! (thats what my school does and i think its a great fucking idea)

EDIT!!!: i got triggered and was at the beginning ;-; sorry ppl"
"802","Im not that scared tho when theirs a drill idk why and no I'm not saying this just to look tough oh and Elementary kids here this is serious so stay quite don't be laughing don't push people just to be whit your friends,you won't be whit your friends but at least you have your life"
"803","We had one of these today we have them every like 2 weeks and they last like 10 minutes"
"804","If me i will fight the stooting and try to take a gun from him maybe id"
"805","I live right by sky view academy"
"806","What kids don't realize is that calling or texting their mom or guardian during a school shooting is a terrible idea, they're putting their parents at risk of getting shot."
"807","This is BULLLLLSHIT!!!
School board: "" oohhhhh. Here is an idea, let us lock the the doors and Hide the kids behind some skinny desks. I'm sure he won't kick down the door or just barley glance in the room because he did the same drill 20 years ago.""


Like I said BULLLLLSHIT!!!"
"808","For who ever died leave a like"
"809","Why are they sitting?"
"810","in england, we do fire drills."
"811","It's called an A.L.I.C.E drill now
(Alert, Lockdown, Inform, Counter, Evacuate)"
"812","I live in England and we have done two lockdown drills so far even though I have been at my school for over four years. It’s really not done very well, though to be fair it is much rarer to have a school shooting in England. All we do is sit in a corner for a couple of minutes and it’s really not very realistic."
"813","This is cutie,the the little puppy 🐶  1like equals..friend"
"814","0:49 XD"
"815","Stupid . I will put chairs upon chairs blocking the door ."
"816","This is why my science teacher keeps a hammer in his filing cabinet."
"817","Bruh in my school they did one unannounced and my class sounded so loud i was like if hr figures out were in here im leaving you all behind"
"818","Subscribe"
"819","I'm sure if there was a real shooter, it would be a student who would know exactly how the lockdowns go. Sooo"
"820","You are not suppose to hide first run if that doesn't work then hide and if it comes down to fight then self defence my mom told me to   run if there is ever a real lockdown"
"821","5 kids would of jumped the shooter in my school"
"822","That’s one reason I have my phone with me in class"
"823","Somewhere deep inside me i hope for a shooting at my school just so i can smash the window with a fuckin chair and climb outta there"
"824","Robert's got a quick hand
He'll look around the room, he won't tell you his plan
He's got a rolled cigarette, hanging out his mouth he's a cowboy kid
Yeah found a six shooter gun
In his dad's closet hidden oh in a box of fun things, I don't even know what
But he's coming for you, yeah he's coming for you
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet
Daddy works a long day
He be coming home late, he's coming home late
And he's bringing me a surprise
'Cause dinner's in the kitchen and it's packed in ice
I've waited for a long time
Yeah the slight of my hand is now a quick pull trigger
I reason with my cigarette
And say your hair's on fire, you must have lost your wits, yeah
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You'd better run, better run, out run my gun
All the other kids with the pumped up kicks
You'd better run, better run, faster than my bullet"
"825","One time in 6th grade, I had an panic attack during a lockdown drill. It was because the secretary didn’t say it was a drill. We were all huddled in a corner. All of our phones were on the other side of the room. Me and my friends were holding hands and quietly crying. I have Asthma so it didn’t help when I started hyperventilating. I had to bury my head in my friends shirt to muffle the sound. We all looked to my teacher and asked if it was a drill. “I don’t know...” he kept saying. He looked so worried... Someone stood up and said, “can we get our phones and text our parents.” “No.” It was a good answer, considering the phone holder was right next to a large window next to the door. Plus it would make too much noise to get there. I wanted to cry my heart out... What if I died right here?? Would anyone miss me? I wanted to run to my desk and curl under it all alone in peace. But I couldn’t. Too risky. Someone started banging on the door. We all jumped. I whispered “what the hells going on???” I was about to die so it didn’t matter what I said anymore. “We were all shaking and crying.” Until after about an hour, the secretary came back into the speaker. “You can resume to regular classes now. The drill is over.” I literally collapsed onto the floor shaking."
"826","My teacher says we should stack desks against the door and if the gunman gets closer to the room we climb out the window"
"827","My art teacher was the one to tackle the gunman in the drill"
"828","Lmao the memes"
"829","In our school, When we have a lock down. People always giggle!"
"830","Weird, we never do these drills... oh yeah, cos our country has regulated gun laws."
"831","Shooter: *shoots*
Me: *runs to shooter so my pain ends*"
"832","The thing wrong in all these shooting videos is the fact that the guy with the gun knocks on the door ,poorly attempts to open it and then walks away. In real life they would kick the door in"
"833","This happed at my school (except the vice principal used nerf guns) and my friend has autism she flipped out"
"834","Last time I had a lock down (it was real) 4 students were crying the teacher was shaking and the rest of us were texting our parents and it last over an hour"
"835","I’m freaking scared cause in school (I’m in Scotland btw) we don’t have these drills I’m in primary seven (oldest year group) we only have fire drills so I hope we don’t have anything like this happen, i hope we have these in high school next year"
"836","Me during a lockdown


Me: *tries to sleep*


Girl:  OMG WE ARE GONNA DIE


Teacher: *being louder then class* SHUT UP


Me:  JEEZ u need to shut up


Announcement: lockdown is done 


Class: *cheers*


Teacher: *lectures class about being safe in a lockdown*"
"837","Me during a lockdown"
"838","The guy at 0:49"
"839","Why didn’t they tell the poor kids and parents that it was only a drill? Why’d they have to use weapons? As someone with an anxiety disorder, I would’ve had an anxiety attack. The teachers seemed sweet, they just didn’t think it through."
"840","These fucking teachers know it might not be a drill and still fucking talk through it"
"841","The training will get someone killed. In a life or death fight the offender will do anything and everything to get away. And if they’re already there to kill them, they don’t have a chance. 
As a retired police officer with many hours of active shooter training I can tell you this is setting up people to be killed faster. If someone comes in with intentions to kill nothing these people trained for will stop them. 
The last fight I had was w a wanted felon who didn’t want to go back to prison. 
I ended up with a fractured vertebrae in my neck, separated shoulder and broke back. I’ve had 13 surgeries with 7 of them being on my back. 
All he did was try to get away. He didn’t have intentions of killing me. 
Throwing objects at a shooter will not deter him only make him more bold. 
Teach the teachers how to effectively use a firearm and arm them. If he pops into a room with an armed teacher they could save lives."
"842","At my school we just do one fire drill a year"
"843","Wouldn't it be a better idea to coordinate a mass exodus by phoning all the teachers then rush everyone to the exit and if the shooters are there swarm them with children"
"844","Id still shit myself"
"845","So glad i don't live in the US"
"846","Your supposed to lock the door"
"847","It may take a while but at the end when you have kids know they die fighting as a hero or surviving as a life saver"
"848","America: this is a good idea
Russian: Da
China: good




Australia: just ban the fuckin guns"
"849","My social studies teacher told us if there is ever a shooter in our school someone will open the window and we will all jump out go behind the cafeteria wait till its clear the go to the edge of the highway because that's were our school is then starts waving our arms and screaming like crazy to get someone's attention!"
"850","I never been in a lock drill and I'm in 5th grade I think I'm luck"
"851","0:49"
"852","Nobody is gonna follow the drill rules when you're in the moment lol. ""Stay and hide."" Funny joke, ain't nobody bout to do that shit. People are gonna be running faster then Usain Bolt to get out of there. Hell, kids are gonna be breaking windows to get out. Unless you have to, or if you think there's a group outside, then nobody's bout to hide."
"853","My lock down goes like dis




*runs down the road at the speed of light* CASH ME OUTSIDE HOW BOUT DAT"
"854","Class: OMG IM GONNA DIE

Me: *plays pumped up kicks with no regrets*"
"855","all my classes had windows"
"856","so If I wanted to in a drill could I just hide behind the door then run out when he comes in to shoot everybody?"
"857","We are in middle school and they don't tell us its a drill but recently last school year in 7th grade we had 2 real fire drills but they weren't serious buuuttt are school went on fire during the summer but that wasn't bad either b/c we are in the shitty place now ;-;"
"858","I want a school lockdown"
"859","At my school, whenever we have a lockdown, we’re told to grab heavy books or scissors to protect ourselves in case the shooter comes in the room."
"860","""Under peaceful conditions, the militant man attacks himself."" - Nietzsche"
"861","I'd sit in the middle of the hallway screaming, YEEEAAAAHHH BOIIIIIIII"
"862","I don't like the idea of hiding under your fucking desk during a lockdown, break a fucking window and get the fuck outta there it's common fucking sense, you're just a sitting duck if just hide."
"863","While I would be throwing chairs at the shooter"
"864","We had a man walking around my school with something in his hand and had a lockdown and like we had a lockdown a few days before we thought it was fake they message everyone’s parents (and mine) and we heard polices outside and I was like “shit why scaring children like us” when we heard are principal starting saying “the lockdown is over this was not a drill for now we have a lock out” fuck that man"
"865","In a real school shooter situation the teachers wouldn't fight back, they would be scared shitless"
"866","I had a drill the other day and even the teachers said that it went on longer then usual."
"867","0:49😂😂😂😂"
"868","3:49 LMFAO yesss I wish we did that shit"
"869","In our school,if it were real,my teacher would push her cabinet over the door for safety,even though there's a window."
"870","0:49"
"871","At 0:50 who saw the kid in the left waving G at the cámara?? Like If you did! 😂😂😂😂"
"872","L Lawliet I know, but I’m not going to miss the chance to say goodbye if that actually does happen."
"873","5H3 CC1 lmfaooooooo,"
"874","my mom wouldn’t even come to the school lmfaoooo"
"875","well a phone won’t do too much. if you were to contact your parents, they’d most likely come to the school in search of you and end up shot. also the secretary or someone in the office would be able to dial 911. stay safe, and think smart."
"876","Sorry couldn’t finish"
"877","And they say it’s a drill"
"878","Im in 5th grade but I in yr so so england"
"879","Ok at my old school we had a real drill.  some dude was running from the cops and ran into our school..  WITH A FUCKING GUN.  me and my class thought it was a drill and we just giggled and all that"
"880","*my class in a lockdown drill*

teacher: get in the most darkest spot so that he wont see us
*jumps out window*
teacher:SATURDAY DETENTION
*mission failed we'll get them next time*"
"881","0:49"
"882","I don't like how they teach us to just wait in the corner of the class thinking we're going to be all right when this shooter could easily shoot the handle off the door and come in I think we should get things to throw and attack them"
"883","I would've have yelled my butt off if I heard the gun, or I would beat the crap out of the shooter."
"884","All the other kids with the pumped up kicks better run, better run, outrun my gun."
"885","First world problems huh?"
"886","I wanna be in a actual school shooting and run out of the door to the shooter and say “give me a gun. This school is fucking dead. Fuckers should be shot” and then grab my trench coat, put it on, and go full columbine on the place. Rip Eric 4/9/81-4/20/99 and Dylan 9/11/81-4/20/99"
"887","You guys should tell me where was this at the butt literally I have machine gun that can go fast I only bring it out when people trying to kill me or trying to kill my family or kids got to go back to high school"
"888","That's the worst thing you can do!! There just sitting in a corner like sitting ducks!!!!!!!"
"889","I literally go to Jewett Academy and this is my first year and I'm watching this video 😐"
"890","Don't let the white kid lose Kahoot or he will begin to Kashoot."
"891","Here in England we don’t have these drills. Everyone is scared about having a lockdown / active shooter. Our school says that they’re super safe but I don’t believe it."
"892","Wow, at my school the teachers just throw all of us in one corner where we could all be killed in 20 seconds."
"893","7:55 Lmao the teacher the farthest to the left, her throw though."
"894","I want to point out that during the disarming where the officer fought back, she had the barrel pointed at herself multiple times. She would be shot, making that exercise ALMOST IMPOSSIBLE to execute."
"895","I don’t understand the point of the blinds the shooter already knows theres gonna be people in a room"
"896","Drills should be done without warnings...
If a real shooter were to come to your school, there won't be any prior warning..."
"897","I thought every school was supposed to have these drills. But I think they should notify the parents"
"898","when I rode the bus this one middle school kid I knew threatened another with a knife earlier in the day that he had snuck into school, and he went and sat next to him on the bus on the way home. Because it was a serious threat the kid I was sitting next to (who was the brother of the kid who got threatened) was quietly freaking out, and handed me a note to give to our bus driver who called the cops and the kid who threatened the other kid got arrested cuz he still had the knives. Thank god he didn't do anything. He was right there man...right there..."
"899","Omg at the end was the funniest I almost died from laughing 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"900","2:19 to 2:32 now be honest doesnt the police offer look really dumb talkimg to the kids now what if it really was a lock down stupid"
"901","X"
"902","This one time there was a lock down at my school but I wasn't there and I'm glad I wasn't. My friends said it was super scary."
"903","TRIGGERED"
"904","Lol when the shooter walks in and everyone’s in a corner he’ll probably be like, “DAMN IM ABOUT TO GET THIS SICK KILL FEED WITH MY M1911"
"905","At my school.we have 3 choices.hiding,escaping,or fighting back"
"906","I like how they just throw hundreds of tennis balls at the shooter. New Security Device: 2017"
"907","In my school pne time they forgot to say it was a drill and it was almost the whole class which is an hour and we got told by another teacher to come quickly and quietly into another classroom that was safer then the other and we heard a siren go by and everyone was freaking out because we all thoufht it was real and so did the teacher and then the principle tried opening the door and we all had to scream a minute later they said we are all good and we are very sorry we forgot to mention it was a drill. I did not go to school the next day"
"908","Lol in England we have never had a drill for school shootings"
"909","Our elamantry school principal mr.lawson does an anccoument on the speaker if it's a active shooter he says, ""ACTIVE SHOOTER ACTIVE SHOOTER TAKE COVER IN YOUR COATROOMS!"" If it's a drill he says ""DRILL DRILL COATROOMS PLEASE!"""
"910","lol one time i speared and punched the real shooter and took his gun lol haha ok"
"911","Damn seeing her fight that guy at 6:10 brought me to tears
Our teachers are amazing and the things they're willing to do for the kids is just beautiful"
"912","My son's autistic and in second grade his classes have these a couple times a year. I worry about him doing this or worse if anything really happened how he'd react"
"913","Jesus fucking chirst, even a simple fire drill traumatized me when I was younger, because it was meant to be a drill but there was a real small fire. But to have actual people pretend to bleed and die around me would never leave me the same. Thank God I don't live in America;;"
"914","i actually want to learn martial arts and self defence.. but i can't... and my dad probably won't lemme. T^T"
"915","Principle:This is a lockdown 
Teacher: keep quite and hide under my desk
Girl:Mummy! *cries*
Me: *closes eyes* Awww what a sweet thief 
Friend:bro shoosh!
Me: *day dreams* thank you thief for those tacos!"
"916","I don't think this would work all the time"
"917","I’m going to have a lockdown drill today!"
"918","I once had a lock down because there was a man outside my school shooting gophers







Lmao"
"919","We had a code Red drill (aka lockdown/ intruder on site) and I started silently sobbing in a corner next to my classmates and had a panic attack. Felt so stupid when they told me it was fake."
"920","Yea all hide in a corner so when a shooter comes in he can spray all them down that's a very smart idea"
"921","stop bullying and it wont fucking happen"
"922","u know how teachers say ok now if a man is in here trying to kill you we all are going to stay in one spot which will be an easy target to kill us all  C: if there was a real drill I  be like BUMP THIS and prob climb in the ceiling ."
"923","When the white kid loses Kahoot."
"924","I swear I’m gonna be in an actual situation and that one kid who doesn’t care and screams “PLEASE DONT RAPE ME IM JUST A LITTLE BOY!”"
"925","Lol imagine a lockdown and then at the same time a firealarm goes off"
"926","My schools retarded cause they have a repeated thing that says there’s a lockdown so it’s basically telling the shooter it’s time to play hide and seek"
"927","Like if tiny balls r gonna knock that shooter down😂"
"928","My school uses Alice"
"929","U know what? I FUCKING HATE THAT THE KEEP US IN A CORNER AND WE CANT EVEN ATTEMPT TO FIGHT BACK CAUSE IF HE OR SHE COMES IN WITH A GUN, WE ALL DIE IF WE ARE IN A CORNER!!!!!! stop this shit and give da teachers a gun. OH AND TEACH THEM TO FUCKING SHOOT IT!!! I SWEAR!!!"
"930","All I need to do is either m1911 in my backpack or tackle him into a chair"
"931","Why can't every school do this?!?!"
"932","Think about this: Over 200 kids in almost ever school right? Almost all those schools have sharp items right? Who would win 200 kids with sharp items or one guy with a 15 mag gun? I think you know who would win."
"933","How about you quit showing it to the public"
"934","What about taking away guns?"
"935","Bro, I broke my foot during Physical education the day my school had a lockdown drill so I had to stay in the nurse without being able to leave to the hospital for like 30 min
:/"
"936","Our lockdown drill at our highschool changed. We're to turn out the lights, and barricade the door(s). Our school doesn't have windows. Then we spread out around the room, armed with a weapon. When the shooter enters, we all attack him with our weapons, and we spread out so it's harder to shoot more of us."
"937","They didn't blare pumped up kids wtf"
"938","Is this what really happened at Sandy Hook? A surprise drill gone wrong? That'd explain the cover up and the obvious signs that the official story is complete B.S."
"939","Our class when lockdown...


Me:AAAAHHH
Classmate:WAAAAA help😺😺😺😺😿😿😿
Classmates:im scared ahah😸😸😸😸😿😿😿"
"940","Nigga just beat his ass. Everyone behind a desk lol, easiest killstreak ever made... thats just dumb."
"941","im in Singapore,there is no such thing as a school shooting or drill.
coz there is no guns"
"942","its kinda useless,if the shooter comes in.same thing happens"
"943","I would drop kick them e.e I'm the best at attacking.. And biting people (:"
"944","Sad"
"945","Yes"
"946","For me, we hind where they can’t see us and barricade the door"
"947","0:49"
"948","I had a real locked down in my school😔😔😔😔😔😔😔😖😖😖😖"
"949","Welp we are gonna die. Once the school saw someone with a knife near the school so we did a real lockdown. Now the guy didn't do anything but my class the entire time talked and laughed and acted like idiots while the teacher tried to shush them but they didn't listen. :("
"950","i saws the guy too"
"951","1. Why would they keep the doors' to the classrooms open? Or was that just of the training- part?"
"952","I had a lock down like a real lock down that was 47 minutes"
"953","*guy with gun* AINT NOBODY GETTING OUT
Me *pulls out Nerf gun* SHUT DOWN MADAFUKA"
"954","savage school 101 savage kakashi out"
"955","My school just started out lockdown drills sometimes they say THIS ISNT A DRILL LOCKDOWN LOCKDOWN then we hide and do all that stuff they don't even tell us when he lockdown drill happens"
"956","Bully is not afraid bully is afraid of who had guns LOL"
"957","I'll hide in the lockers if I could fit...."
"958","2:49 
Guy : how long does this goes on 

Teacher : like five minutes it's the longest we ever had

Me:the longest lock down I ever had was 30 minutes , then the fire alarm goes off and then I fainted."
"959","We had a real lock down at my school for four hours for s shooting in another city ;w;"
"960","A ho ho ho ho, i thought  when u have a real  lockdown, you would probably lock the doors and put some tables on the doors right"
"961","If kids are the ones doing the shooting then why the hell do they do the same exact thing"
"962","At our school we have ropes we tie around the door knob then we pull our bodies against the wall to keep the door shut even when locked"
"963","Lol yeah I saw the kid dancing"
"964","When that dude was actually trying he wasn't trying at all he would of shot the fuck outta her"
"965","This shooter training shit is not going to work against an actual grown ass man going in there with a gun like dafuq😂😂"
"966","This is fuvked up who the fuck would fucking have everyone hide in a corner just to make it easier for them to shoot you if I heard about someone coming into the school I would be waiting behind the door with something that would knock a nigga out tf if there was a real school shooting at our school fuck the teacher is she says to hide in the corner"
"967","To the rest of the world it's just fucking madness that 'school shooting drills' even exist because you have 1 fucking mass shooting every fucking month... Most other civilized countries have ZERO. Fix your mental healthcare system and fix your gunlaws so you won't need this shit."
"968","What if there was another gun in the other hand? What will happen?"
"969","""He was doing 130"" Yeah no he might have been doing 95 or so but not 130"
"970","My school did the same thing we would throw stuff at the cop and block the door with desks and if he came in to the room we would get out the window.  And honestly it was kind of fun"
"971","I had a drill of a lockdown and I was under the backpacks. I asked my teacher""what is a lockdown?"" She said""when there is a shooter inside"" and everyone went like""oooooohhhhhhh!!!!!!!!!"" And my teacher told them to shut up and when she got hurt or forgot something she whispered crap. And kids said she said cap and I was laughing."
"972","0:49"
"973","we had a real shooting drill by a prankster  ut was fun people where crying but i was like yay no work"
"974","My friend used to go it sky view academy before she moved to Powell with me and she used to have these. We live in colorado"
"975","0:49"
"976","WOW! Almost a ticket while doing 130!"
"977","What  the why would cops do that? !"
"978","Try doing this with a real threat."
"979","I'm a kid and we went on lockdown because a man climbed the kinder playground fence and just slept. Wut. Da. Heck."
"980","faggot"
"981","Urban_Thestral LPP I hate you"
"982","What if I have headphones..."
"983","BananaPhoneBanana lmao"
"984","The FBI should be at your door very shortly"
"985","I'd get my bag and play dead on the ground. Even if he/she shot me, the bag would be there to cushion my head, back or wherever I put it."
"986","a name
thats a smart idea lol and if ur at lunch just put ketchup all over yourself :D"
"987","Molly Rhoades either that or pretend that I was shot & hide underneath a body, then wait for the guy to leave."
"988","Molly Rhoades Yeah in this the kids are sitting ducks I and I wouldn’t tackle em I’d just punch them like a piñata"
"989","Oh at 3:50 
THERE IT IS!!!"
"990","I had a 50 min one then a real fire alarm and firemen and police came, it was scary but Atleast no one got hurt!"
"991","Elis Parra the longest lockdown I had was 5 hours 😕 a guys was breaking into our school with a gun...😢"
"992","George Vargas WOW 4 hours 😱"
"993","YOU GO GIRL!!! 6:15"
"994","At 4:50 I would say no"
"995","THROW DEM TENNIS BALLS!!!!!!"
"996","So um their usin balls to defend themselves"
"997","2k white school shooters disliked the video."
"998","OMG IT WAS SO FUNNY I CRACKED UP WHEN I SAW THEM THROW BALLS AT HIM!!!"
"999","That is cool as fuck, eliminate those snickering kids that talk in the corner."
"1000","There is only one problem... what id the shooter is left handed and they grab the wrong arm."
"1001","Who cares if they are scared at the drills. If there was a real shooter THEY WOULD BE SCARED BUT ATLEAST THEY WOULD BE READY"
"1002","When they were wrestling the guy is not just going to lay there and not shoot if it was real"
"1003","play Wii music"
"1004","Oh u were in Colorado...."
"1005","Did anyone else think about how useless those disarming tactics were? I mean in that possition she was in the gunman could have easily snapped her neck, they need to know that these guys are for real and you can’t send small teachers to defend the school with even three teachers at the same time you gotta remember he’s got a gun"
"1006","To someone screaming ""I want to go home!"""
"1007","5 minutes!? One time I had a lock down drill where it lasted like 30 mins after school while listening"
"1008","Dude, aren't they supposed to lock the damn doors"
"1009","Imagine being is the hall or the bathroom when this happens"
"1010","You should be training them for two active shooters working together"
"1011","Yaaaahhh beat his fucking ass"
"1012","I support these drills"
"1013","Fuck dat shit you'll catch me fucking running down the hallways   I'm not sitting in a classroom with the lights off he'll naw, sorry gotta blast"
"1014","I wanna tackle someone!"
"1015","Am I in danger cuz my school does nothing about drills or lockouts at first I did not even knew what it means lol"
"1016","I’m not going in a corner and being exposed I’m friken hiding in the closet. In our classrooms we have closets where teachers keep there paperwork and other stuff"
"1017","I remember one of my school's actually had a code for lockdowns in which they would ask for a fake teacher to come down to the main office. I'm not 100% sure, but if I remember correctly, the last name used was actually the maiden name of the wife of the President our school was named after."
"1018","This should come with a trigger warning, seriously. I just got an anxiety attack from watching 30 sec into it, even if it is fake...just cried my eyes out. Why just why kids?!!! They are the most purest and precious things in the world. I don't even want to go there with gun control just stop giving these fucking weapons to these fucking sickos of the world once and for all, why is this even up for debate!!!!!! Fuckkkkkk"
"1019","I feel like they should have one of these at every school. That way students, faculty, and police can have the knowledge or training if a school shooting should occur."
"1020","are you fucking serious........ i thought Jamaica was bad but y'all have terrible evil people that you need to have drills for this............ sad"
"1021","I can actually flip a guy over because my uncle that’s in the military, showed me techniques so if they pull out a gun, you’re supposed to quickly grab and twist their arm and them put your foot in front of theirs when they are behind you and the pull the arm over and take the weapon from their hands"
"1022","My school is so safe that a kid s few days ago acidently hit the door that it fell. The doors are made with wood that i made a hole in it with a light kick with my foot."
"1023","When we have a shooting drill the teacher pulls down the shade and we sit there :/"
"1024","If a shooting were to commence, I would ambush the shooter and take him out with a sharpened pencil or by wrestling."
"1025","I have a lock down in my school"
"1026","I remeber my school lockdown. We were locked down for 3 fucking hours, someone actually couldn't hold their piss! During all of that someone actually got stabbed. They actually got into my room and I remember holding that asshole down with my teacher.  

Don't worry, my freind was fine. It wasn't a serious stab wound."
"1027","Here in Northampton England we only have fire drills"
"1028","only in fuckin america"
"1029","5 minutes?! Mine was 5 hours!!"
"1030","5 minutes?! Mine was 5 hours!!"
"1031","why she look like tatiana masleny anyone else see it?"
"1032","OMG A GUNMAN THROW A SHOTPUT BALL AT HIM"
"1033","0:49"
"1034","Why the fuck do they sit and wait, turning the lights off dosent mean shit. You break a window to outside and run like the wind to get out of there. Don't wait for the killer"
