"","his_data_2014.his_all_comments.textOriginal"
"305","For some reason, I was brought here by the ""enormous penis"" song"
"306","Wow guys, aren't guns just great... I mean there is totally no reason to restrict them or anything..."
"307","Americans say they have the guns for protection, whereas if they didn't have the guns they wouldn't need protection. "
"308","What ever happened to being a nutter? "
"309","i feel like the seaside elementary school shooting shouldve been up there"
"310","It's crazy how on every shooting video that involves black people all of the comments are racist. White people are just as bad as black people at commenting crimes as to me these crimes are worse then too black men shooting each other this involved a lot of innocent people who was just at the wrong place at the wrong time"
"311","& then Sandy Hooks happens about a wk after this video is posted..."
"312","i hope these shooters are burning in hell"
"313","If you want to stop these crazy things then stop selling military weapons and get them banned from being sold to anyone youve got no need to have them! Typical Americans going over the top again!"
"314","If you want to stop these crazy things then stop selling military weapons and get them banned from being sold to anyone youve got no need to have them! Typical Americans going over the top again!"
"315","Should do a part 2 on this."
"316","The Aurora shooting was in some show called dates from hell, I thought it was some weird documentry like: ""Oh he didn't pull out my chair, such a jerk"". But nope, it was that he died covering her body from bullets o-o"
"317","All these white folks are Time out babies. Probably never got whoopings"
"318","Stupid white people killing everyone."
"319","I understand why American citizens are alloweed guns but I do find it ironic how most of them are brainwashed sheep believing every thing the tv tells them and that the illegal wars their government carrys out is them ""spreading democracy"" or some bs like that. what part of women, children and babies being blown to bits is ""spreading democracy"", looks like genocide from where I am sitting. And I am not just going after America, I am British and our government do exactly the same. America, Israel and British government are the biggest and most powerful terriorists going. I wish the British and American people would educate themselves on how, money and war work in our monetary system."
"320","and now one that happened less than a week ago of teens reenacting the newest purge movie......killing 112 people in Chicago"
"321","Newtown?"
"322","Gangstalking Grows with Mass Shootings- More Gangstalkers Downed LOL"
"323","Ok, people saying to make it harder to legally obtain guns. Are you retarded? Making it harder to get a license/gun is great in theory isn't it? But in practice? No. Criminals will still be able to get the guns through illegal means anyways. If more people had legally obtained firearms and used them in self defense then less of this type of thing would happen, the gunmen would have been shot by someone already. Done deal. All that your ideas will do is make it harder for people to defend themselves against the people using illegal means to obtain firearms. "
"324","I have to ask this, but is all these deaths worth it? in the US you have your rights to carry arms, but is it really worth it in the grand scheme of things? How many lives have actually been saved because of your 2nd amendment right in reality? I live in the uk, and we have never had our kids murdered at the hands of kids getting hold of guns. Isn't it about time the laws are changed?

Let me ask this one question before everyone jumps on me. Do you really need the gun for protection or do you purchase/have a gun because it's your constitutional right to do so? Can honestly answer that your lives are in danger now and that's why you carry a weapon? Or is it simply because you can?"
"325","Forgot my homie g adam lanzah"
"326","Great video"
"327","Alot of school shootings now a days are orchestrated..or theyre allowed to happen by higher ups so that there will be a good story for the media"
"328","Just look up other countries which have ""no guns"" or ""strict gun laws"" and they find other ways to kill people such as with cars, knives etc."
"329","Fucking white people..."
"330","Guns are often use for home defense but it's never in the news. Only mass shooting are on the news only. This is how the news describe guns. Any gun that is black, look military and with a magazine that has 11+ rounds are call Assault Rifle. Any simple rifle with a scope attach is call a Sniper Rifle. Any long gun with a drum magazine is call a Machine Gun. Any simple handgun with a magazine 11+ round is call a SubMachine Gun."
"331","Anyone else respect Manson for what he said at the end? 

No?
Just me. "
"332","Gun-Free Zone don't work well, since most shooting happen in Gun-Free Zones."
"333","this is just proving we need more gun regulations here in th U.S"
"334","smh honkies"
"335","This just goes to show how nobody is safe from school shootings..........unless you live outside the USA then you're pretty much safe"
"336","No matter how many mass shootings there are in the United States, America will never get rid of guns, because any US President who signs the bill to illegalize guns will instantly get voted out of the white house in the next election, no president wants to risk that, American people wants guns because of MONEY !!! Gun sales generate billions of dollars of economic activity, for both gun manufacturers, and gun stores. Without the firearm industry, thousands of gun company/gunstore employees will loose their jobs, and a further BILLIONS of dollars lost to the already recession struck economy. Plus, nobody gives a shit about other people, strangers that you don't know and has never met, to get shot and killed, people who support guns only realize they're wrong when their own family or friend is shot and killed by the very guns they love and support for. Lack of gun control is the very top problem plaguing the United States by its Constitution, which was written 200+ years ago where society was like the wild wild west, no law enforcement, therefore, everyone needs a gun to protect themselves, but that obsolete 200 year old law simply doesn't apply or fit in modern society, but no president dares to change that law in fear of getting voted out of the white house and further ruining the economy, someone or something must stop this deadly loop of mass shootings being caused and protected by the US Constitution !!!"
"337","Yeah...go ahead and get rid of guns, then a craze man breaks into your home to rape your wife, mother, daughter etc. while you anti-gun folks lays down in a feutal position and watch while you cover your ears."
"338","Colorado, police arrived within a minute and a half. That's like the fastest response time short of a police officer already being at the scene of the crime."
"339","But but.. the government would never kill unarmed citizens!  We are all just paranoid!   The government is our friend and they should be the only ones to posses guns!  We the people are here only to serve! "
"340","Ur not making sense for example right now u have a gun What r u gona do with it? Dont tell me to protect urself coz i  never heard some1 actually did protect himself with the gun plus if u realise in the states coz (guns are legal) makes the police there 24 hours feeling threatened wich is actually bad always the police shoot civilians even if they werent armed u know more than me that police murdered innocent ppl more than the actual murderers why? B coz all civilians are armed the police wont take any chances thats so stupid man in some countries police dont even have guns with them at all coz no civilians owns any, i live in dubai and am 25 years old i never ever heard of any shooting crime here at all 0 percent coz we dont sell guns to civilians"
"341","So make guns illegal and then no one will have them right?  Just like making drugs illegal stopped people from finding drugs.  And making alcohol illegal stopped people from drinking alcohol.  The second amendment was designed to allow the citizens to defend their other rights.  Giving someone the right to free speech does them no good if they use that right and are killed for it.  They need to have a way to defend their rights otherwise they are just words on a paper.  Lawful citizens aren't the people committing these crimes and it honestly makes me sick when they see all the hatred following them.  We don't blame every Muslim for 9/11, we don't blame every man for rape, so why are we putting blame on the millions of gun owners that haven't even gotten a speeding ticket for the actions of evil criminals?"
"342","Sandy Hook never happened. It was a hoax"
"343","This was uploaded like 10 days before that happened."
"344","Obvious troll is obvious"
"345","+AngelicLuff Lets replace guns with something else protected by the constitution in that sentence.  ""calm down no one is saying to take away your precious freedom of speech away.""  Just because you don't agree with it doesn't make it any less important to protect.  Just because I have never used my constitutional protection for a speedy trail by my peers doesn't mean that it can be mocked.  It is important to protect should I need it or if another citizen needs it.  The same goes for guns, it is protected should the need arise that one would need the right to bear arms.  

If you have any idea how to make sure that crazy or drunk people won't do anything to hurt other people please share the country and the world could really use it.  Crazy and drunk people are going to do awful things.  They have since the beginning of time, the only thing that you can do is make sure that you aren't going to be their victim. "
"346","calm down no one is saying to take away your previous guns away.We clearly need more of them if any random crazy/drunk can get access to them. You are right in the 2nd part though."
"347","This proves nothing of the sort.  That would be like saying that a list of the most drunk and disorderly people proves that we need another prohibition.  If you try and control people you are only going to affect those that are good people and are not going to abuse their freedoms anyway.  If there is an insane unstable child that is bent on killing people, if guns are harder to achieve do you really think that they are going to just forget it, grow up and become a functioning member of society? Of course not.  They could do any number of things to get the guns illegally or worse, manufacture some homemade bomb as has been proven in recent tragedies to be plausible.  

Attacking the people that are not to blame for these shootings is not the way to accomplish anything.  The first step should be to secure the schools and make sure that children are in a protected area for their education rather than a building with a sign out front.  Even if you make all guns illegal there are still millions out there and the technology to make them isn't going away.  If someone gets ahold of one and the schools remain unprotected than you are going to end up with the same result.  "
"348","Mass shootings are a fraction of the murder rate.  The bulk of murders in the US take place in cities with populations over 200,000 people by recidivistic criminals that are not going to listen to any legislation that is passed.  The fact of the matter is that no where in history has legislating against guns had any effect on the death rate in a country.  The UK has a low murder rate but they have had an even lower murder rate for decades even before any legislation was passed on firearms.  In short, the legislation had no effect on the number of people killed in the UK per 100,000.  Its a cultural issue.  When the object is targeted you are left with a very lucrative business for that object and criminals that are better funded and better armed than the people that they persecute. "
"349","marilyn manson had a good point :/"
"350","chicken mcnuggets causing psychosis? lol...."
"351","when life gets hard....start a shootout ????"
"352","Was this before sandy hook?? "
"353","It's just 'murica"
"354","Marilyn Manson is smarter than the people who clam he was the influence for the Columbine Shooting. "
"355","Chicken Nuggets. Really. Thats the best excuse you got."
"356","5:46 Video games? Really? Your saying it's not the fault of the psychotic assholes with thirst for blood but a little virtual interactive toy? Society is retarded."
"357","you finally got a number 1 choice right. good job mojo."
"358","To people who want to ban guns... Guns don't kill people, people kill people... Fuck off "
"359","While they keep mass producing guns and handing them out like lollies these shootings will continue. Wake up America..you are a disgrace!!!"
"360","guns don't need to be gotten rid of they just need to be kept away from idiots"
"361","Thumbs up for Marilyn Manson. Here is a book for lonely people which might help them psychologically:  https://www.blogger.com/blogger.g?blogID=1564801001426518567#allposts"
"362","this was wrote amongst the craze of mass shootings that arose after the aurora incident. it was posted  nine days to early."
"363","Lmao at all the angry people saying ""get rid of guns"" you people obviously don't know the importance of guns. People use it for hunting and more importantly self defense. There's no such thing as getting rid of guns because people will still be able to get ahold of one. Sadly shooting like these will always happen but guns are not to blame. You notice all these shooters have some type of emotional of mental problem?
Guns aren't the problem...people are"
"364","Elliot Rodger is an ordinary american, huh"
"365","The scariest part is... IT'S TOP TEN!, WAS THERE SO MANY MASS SHOOTINGS!?
""I wouldn't say a single word, I would listen to what they have to say and that's what no one did.""
Some people blame him for the shooting, I'd say that he was the only one who could prevent them the shooting."
"366","LOL Sandy Hoax *cough* I mean Hook wasn't even real. It was a staged event and the fact that this video was made a week before ""it"" happened is proof that it's all one big pile of steaming shit."
"367","Lolling at all these screw Americans comments. Just remember for all you commenting from Europe that if we didn't help your asses Germany would have fucked you all lmao. Especially you French, had to save you faggots more than once. Funny how I know this huh? I guess I'm one of the Americans that payed attention in school."
"368","Shooting up a school is NOT anarchy. The word anarchy arrives from medieval Latin and Greek:
An- (without)
Arkhos- (ruler)

It does NOT mean chaos or anything in that direction."
"369","Sandy hook? Or not yet?"
"370","please don't use the word anarchy to describe chaos again"
"371","Good thing they didn't include the sandy hook shooting, as that never actually happened."
"372","this shit here crazy"
"373","David Buss wrote a book a few years ago called “The Murderer Next Door: Why the Mind is Designed to Kill.”  One of the central points of this book is that, not only do the majority of us consider killing other people in our lives, but—if the external conditions are right—many of us actually do. We do it out of jealousy, rage, self-defense, greed, and revenge ---- In today's society when people are already at the end of their wits, loneliness, apathy towards others is on the rise, making it easier for people to get guns will only do more harm than good."
"374","No honorable mentions?"
"375","Blame the government"
"376","More good people than bad in this country. MORE GUNS IS BETTER."
"377","Fast forward 15 years and there will be another Top 10 (part two). Lots more tragedies, but nothing will be done. Maybe someone should take an assault weapon into the next busy NRA meeting and shoot the place up. Maybe then something will be done?"
"378","Yet the 'answer' is always MORE GUNS....murica fuck yeah."
"379","Cmon you aint in a movie man, cop on. Any1 caught with a gun here gets 10years and does everyday, It works , only scum kill scum with guns here, nobody cares about them people,"
"380","If you blame the gun, you're a moron."
"381","Chicken nuggets led to your husband killing 22 people? lol come on! 3:30"
"382","The saddest part of this is that there can be super villians in real life but no super heroes"
"383","Why do so many seem to target schools? Do people really hate education that much?"
"384","fucking whites"
"385","Top 10 highest rape counts"
"386","Time to go outside after one video.
*After this video*
I got my 3 best friends here! Penny, chip and used napkin with me!"
"387","Cant actually understand how americans can be shocked by these things anymore, I mean fucked up country with fucked up system with no change coming happened before will happen again, Guns-Blood-War-Money-Murder, the glorious United States of America. Arent you guys used to this already for fuck sake -.-."
"388","bring more guns to america, dhaaaaaaaaaaaaaaaaaaaaaaaa"
"389","Stupid Americans will never learn that there wild west gun rules are way past her prime how many more massacers have to happen and how many people have to die befor you open your eyes???"
"390","columbine story to me was just bone chilling"
"391","This is fucked up-- Why is there a top ten list of this?  C'mon WatchMojo.  All you're doing is glorifying the shooters and encouraging new ones to follow suit."
"392","EVERY AMERICAN should have a gun then maybe they would just implode and wipe them selves out, END of STORY the only sad thing with this clip is AMERICANS them selves. Bunch of little HITLERS running around with deluded ideas and like scared little children not ever knowing what direction to take, Let me tell the USA you should all tie 2 bricks to your feet and jump in the OCEAN, then the rest of the world might get some PEACE & QUIET......"
"393","Can't Dodge the Rodge"
"394","when you have enough material to display mass murderers tops and serial killers tops you know for sure that your country is doing bad, something is very wrong in US, too many retard killers. Wonder why....maybe the pills you eat every day ? or the plastic food ?1?! who knows...nobody..... or maybe puppet obama knows ?! :)))"
"395","Thats why u dont eat at micky d's"
"396","So since the government classifies ""radical Christians"" as the number one terrorist threat, even giving out a wrong FBI profile saying the Beltway sniper was a ""lone Christian right wing radical"" was the perp. WHAT is the percentage of these mass or serial murders that turned out to be ""radical Christians.""  "
"397","CHICKEN NUGGETS!"
"398","who edited this video by the way."
"399","Take guns away........... Shit ton of more illegal guns then there's more crime to deal with. Boom think about that."
"400","What's really creepy is that this was posted seven days before the new town massacre "
"401","I was in Colorado the day of that shooting about 30 mins away ;-;"
"402","@Emerald Dragon, I think this was uploaded before that shooting."
"403","I live in Killeen Tx. "
"404","lol"
"405","If you country has a top 10 list of mass shootings you have a serious gun problem."
"406","What's very funny is that taking guns away will prevent gun violence. Unfortunately, people don't want their toys taken away, so they don't want that to happen. Isn't it tediously childish?"
"407","This was uploaded before the Newtown shooting wasn't it."
"408","
-
-
-
 Guns require bullets. Bullets require a shield. Shields require education. 
-
-
-"
"409","3:33 What a fucking idiot. "
"410","Not trying to discriminate against all people with mental issues but anyone who does should not be allowed to have a gun if they have certain mental issues. And maybe if someone has a gun in a house with a person with mental issues living in it, it should be inspected monthly to make sure its safely stored."
"411","damm chicken nuggets i knew it."
"412","Stop giving guns to morons. Dont banish them lady at 4:49 You goddamn bitch. Wow sorry bout the harsh word but my god! Guns dont kill people. Bears kill people. :D"
"413","You forgot sandy hook and fort hood #2"
"414","We all have guns because even tho we have the most powerful military and the highest military spending we can protect ourselves from anyone and everyone who tries to take our freedom away including our own government. 🔫"
"415","Maybe its not so smart that is ligal to have guns in house."
"416","American police are soo stupid and dumb. They can't go after the criminals. Pussies. Marines and Navy seals will kill the criminals anytime. I love military"
"417","You also forget the Pennsylvania Amish School shooting that happened where tons of little kids were gunned down in cold blood"
"418","John Alan Mohammad looks like Obama "
"419","The sandy hook shooting should been number one. Twenty kids died that day."
"420","The sandy hook shooting should been number one. Twenty kids died that day."
"421","You know why all of these happen? America allows its people to store weapons rather easily."
"422","I would have thought y know the north Hollywood bank shootout would have been on the list"
"423","oh god, i am very familiar with #4. i live in Kansas City and I went to see the midnight premier of batman as well. and when I came home, i saw this. freaked me the heck out man. like, what if that was me?!"
"424","so many stupid muslims always doing terrorism and shootings.."
"425","I think that the people that don't have guns always want the guns and I think another issue is this country is the precentage of mental peope, before you assume or rudely comment, I think that people look down on the mental as insane sycopaths, and they need more funding and more watching over for it's when one word is said and they can get really mad at everything and everyone, take where i live for example a guy went suicide and then more followed, they did not follow because they were truely depressed or in rage, they followed because they live and thrive off others attention and they do it just for that, i think more kids and teens need to be taught the right way about all of the mental shinanigans that can go on. I think that they should be taught more in dept for the more you know thebetter off you are and to be drinking, drugging, and fucking your sorrow away isn't the true reason. I personally think the American Diet is the way many eat and that mnentally affects us a lot for i ate that way and then went on a diet and I now RARELY have anxiety, a diet can affect you mentally as well as physically. I think that people are assholes and think people that are all mental in some way or another are the bad ones that commit crime and that should be stopped for normal people do to, so stop the steryotyping and shut your f***ing trap, I used to be mental and did I do something bad? NO so I think all of us should try to understand eachother a little better and this problem won't be solved but it just may become less of an issue!"
"426","Americans and there guns, in 50-100 years people will look back in disbelief at how easy it is to get a gun"
"427","Rachel Joy Scott died in the last one. This suck because she was thoughtful, caring, and awesome."
"428","I feel awful to these families, my deepest sympathy"
"429","To blame someones actions on anything is so illogical. It's like looking for an excuse for the killer! How about its the KILLERS fault for being so damn unstable. I hate it when people try to blame shootings on video games with a passion because I have been playing violent video games since I was 6 years old and I have never sat here and thought about going around and killing people. It's not the games, its not the goth culture, it's not the guns, it's not Marilyn, it's the psychotic people! Stop looking for excuses. Stop pointing fingers."
"430","Bullets should cost 100 times more"
"431","White people."
"432","3:26 Wife of killer tries to sue McDonalds for his actions !........ What an absolute scumbag she is. "
"433","Wow. Manson's words at the end of this video. Wow. just wow. Simple and brilliant.
And are there crime scene photographs of Sandy Hook like the ones of Columbine?"
"434","Omfg ok so who has watched the show on cinamax called strike back? Ok so the dude at number 7 looks like the ex cia agent who tried to infect people with a virus like if u watched the third season of ot you wouls instantly know what im talking abour"
"435","No racist comments why? because they are all white"
"436","I like the way Manson acknowledged that situation.... "
"437","i kinda wonder how come that most of the assasins have 2 first names..."
"438","this only means we need more guns, not less. All of those shootings took place in gun free zones."
"439","Stop at 1:14 is that obama? haha"
"440","I absolutely hate seeing people commit suicide or kill other people. It's wasted potential."
"441","It's a shame that we know the names of these people, but not their victims, and that pieces like this will only give future glory killers - because that's what they are, sick fame-seeking scum - more to aspire to. I'm not saying some future glory killer is sitting at home right now saying, ""my dream is to get on a watchmojo.com top 10 list""; I'm saying that the person is looking forward to the day when people will recall their name and not the names of the lives they took in their despicable, murderous quest for infamy.

What's even worse is the response from rabid republican lawmakers, the LOOSENING of gun laws, no requirement for background checks, poor mental health services, and the increase in gun hunger in this country. It's despicable, and they should be ashamed of themselves. The police may be able to better respond to these tragedies in the future, but we should be working PROactively to prevent future shootings not REactively as in honing law enforcement's reaction once the shooting starts. "
"442","THIS SHIT GIVES ME THE CHILLS"
"443","Let's take away our guns so those who can get their guns either way can kill us before police arrive!"
"444","This is absolutely horrific."
"445","Infamous shootings in USA - 2 million views. Infamous shootings around the world - 200 thousand views. Funny."
"446","9 days later this video was uploaded sandy hook happened ( sorry if any else put this in the comments CBA to look)"
"447","I think Virgina tech was the worst shooting ever, the amount of casualties are much highter than any other shootings in US history!!"
"448","Let ME tell you something America....

1. Guns aren't the problem
2. Education! Education! Education!
3. There should be something where Americans are tested for their mental stability.
4.  Don't SELL someone a gun if they don't have a good enough reason for it
5. Compared to the UK do u really think we are as civilized...?
6. Get rid of the death sentence (teaching Americans and the killer not to use violence when we go ahead and kill them off....what!!!??)
7. Our justice system is messed up...I had to say it..."
"449","+kyle sharpe what are you kidding me? Name me one other mass shooting that's worse than 20 kids and 6 adults killed? "
"450","yes they where and sandy was not that deadly compared to these ones :/"
"451","+Brad F Where is your proof? You cite one simplistic example and make broad sweeping conclusions without taking a minute to substantiate your claim.   Yes the US has the highest gun ownership per capita, however there are several nations that provide counter arguments.  Switzerland has a very high gun ownership and has a much lower murder rate than many countries in europe.  Russia has a ban on all guns and has one of the highest murder and suicide rates in all the world. 

If you were to take a look at the numbers instead of having YOUR head in the sand you would realize there is much more to the issue than a piece of plastic and metal forcing people to go insane.  For instance we can look at where most murders are committed with guns.  This happens vastly in cities with a population of over 200,000 and an average income of less than 28,889$ per household.  In the US there are over almost 20 cities that meet this criteria and in the UK there are 3.  The UK's murder rate is 2.1 per 100,000 people and in the US in areas that are NOT the cities that were mentioned before it is 1.7.  So, here we have areas of poor, heavily populated areas being responsible for the vast majority of murders in the US even though there are just as many if not MORE guns in the rural areas surrounding them and yet the murder rates in those rural areas dwarf those of the impoverished inner cities.  So the problem isn't the guns, its the people using the guns and the culture of the area that promotes killing to get what you want. 

Now one of the countries that has been talked about as having a great success with gun control is always Great Britain.  They as stated before have a murder rate of 2.1 as of 2010 compared to the higher US stat of 4.5.  Yet before their mass gun control measures were put into place you can see that Great Britain had a murder rate of 1.9..... So essentially the gun control measures did nothing to the murder rate in the country, Britain has never had an issue with high murder rate.  Making a law and saying it was the law that accomplished this is just a way for politicians to gain credit and thus reelection. 

If attacking the ""thing"" worked than there would be vast success with the current war on drugs yet you would be hard pressed to find a college campus without marijuana.  The prohibition would have been a raving success, yet we found that it only increased crime and victimized those that were using it responsibly while not having any effect on the addicts and criminals that didn't care about the law.  If you are going to make vast claims regarding a subject that you know little about you had better have more backing than having a correlation and immediately applying a causation.  That is ignoring all the bigger issues that lie under the surface of this topic and rendering human decision to inanimate objects and their imaginary will."
"452","+Colin Pitts
Unlike you I don't have my head in the sand. The US has the highest amount of guns per capita, almost double than any other country so it would appear that they are handing them out like lollies. You can spin it any way you like. You can continue to blame culture or mental illness or the person who wasn't given enough hugs as a child but the fact remains that more guns in society equals more gun deaths."
"453","Handing them out like lolls? Spoken like someone who hasn't ever been around firearms or firearms owners.  An FFL is required to be filled out with every firearms purchase as well as a background check.  Guns aren't the problem for the high murder rate, its the culture of america.  Otherwise everyone that had a gun would commit murder or a crime that is the definition of causality.  If guns are to blame for murder and crime then wherever guns are present you would expect to see crime and murder and that is not the case.  Use is only dictated by the user and the ones that use an object for good should never be to blame for those that don't."
"454","http://newsfrombettypsychologicalinsights.blogspot.com/2014/06/news-from-betty.html"
"455","^^ how fucking stupid are u"
"456","+SonarWavePulse Good. More of them will be caught in the crossfire. The more dead bodies, the better. Great!"
"457","Can't happen because everyone is armed at an NRA meeting ;)"
"458","you blame the person behind it."
"459","There is many signs of school school.
Such as-
*Bullying
*Mental Illness
*Drug Use
*Movies
*Video games
*They have been abused in their own home"
"460","They hate being bulied and violated not education!Less buling less massacres!"
"461","bullying. "
"462","the only reason their is so many killings in schools is because your not aloud to run in the corridors."
"463","because thats about the age socio and psychopathy   manifest themselves . the sad thing is that most school shootings could be prevented if involuntary institutionalization was in place . Every single one had warning signs and in some cases the parents knew 100% the kid was mentally ill but couldn't do anything about it . "
"464","Way to be edgy, asshole."
"465","That's a loaded question. The right to bear arms has nothing to dowith public safety. So the answer to your question is ""infinite"".
Besides, these massacres (while tragic) only account for anout a thousandth of a percent of homicides in the USA, so focusing on laws that curb this one statistically negligable crime is extremely inefficient and illogical.
More children die from choking on cereal, for God's sake."
"466","^^ couldn't have set it better myself I also like it how people say were fucked up yet it's like saying for instance in Australia would u rather be killed by a knife that would most likely take 2-5min to kill u or b instantly dead w no pain at all although I do thing it should b a bit harder to get guns I don't think they should just completely ban them from the public."
"467","It's interesting how non-americans act so high and mighty when literally every country in the world is fucked up in some way"
"468","Well, it's all for show. If right-wingers ruled the country, it would be radical left-wing atheists that would be the #1 threat. It's all bullshit anyway"
"469","Nah, you have a serious population and mental health problem.
China has shit loads of mass killings without guns for those same reasons."
"470","Yeah, it will prevent gun violence.
But that's just like saying that taking forks away will prevent food consumption with forks. You'd have to be an idiot to believe that people will stop eating if you take away the primary instrument for that job."
"471","+Jonathon Beckett you should before you say it"
"472","well im sorry that I don't read every damn date of every video"
"473","Because you thought a video could contain events that hadn't happened yet"
"474","how am I a ''fool''"
"475","+Jonathon Beckett

They bhaven't happened when this vid was made, you fool"
"476","because murders get easy guns. in my country its illegal and we get almost never attacked by people with guns."
"477","Why not?"
"478","""Allows"" the people?
It's our God-damned Right.
Keep up that mentality, and maybe your government will continue allowing you to voice your opinion as well.
Sheep."
"479","Let's hope such a time never comes. The gun is a symbol of freedom and democracy. If it falls, so shall our freedom with it."
"480","And ruin a hobby for >100,000,000 people?
And ruin a culture?
And ruin a means of self-defense?
Yeah, let's make it so that only the rich can wield weapons, that's sure to make everyone safer."
"481","How is having somebody in the school armed and ready to respiond not pro-active?"
"482","virginia massacre with 33 deaths seems to be the bloodiest of all. ergo: don´t let koreans into your country, they are insane :)"
"483","I live in Montgerey County"
"484","The Texas chainsaw massacre "
"485","Funny how the most rational person is the guy with weird contacts and a black stripe on his face purposely there to make him seem irrational and abnormal. "
"486","sandy hook fo sho, that was sad, those kids had decades of life taken away..."
"487","CANADA = (USA * 1/10) - GUNS + FREE HEALTHCARE"
"488","SANDY HOOK SHOULD HAVE BEEN IN #1 BECAUSE IT WAS AT A ELEMENTERY SCHOOL AND KILLED AND  MORE PEOPOLE THAN THE COLOBINE SHOOT OUT!"
"489","Violent movies and video games where one of the reasons for the shooting gtfo i played gta sa when I was 7 and I'm fine i hate when people accuse games and movies on these deaths it's not what they do it's themselves "
"490","Marylin Manson likes dick in his butt"
"491","This was only three weeks before Newtown. The reason we have so many shootings is that we memorialize the shooters by talking about them over and over, putting their faces on the news, literally making them celebrities. People like Adam Lanza probably watch this video and think, ""30 people dead? I can beat that."" To them, it's all about the notoriety of getting the ""high score."""
"492","I wonder what is it that makes the americans defend free guns lol"
"493","Notice something about the 10 shootings. No body doubted what happen, camera footage , bullet holes. Ambulances full of people heading to the hospital.  Now notice Sandy hook did not make this list. Why? It never happen. No cameras no body's no ambulances , rushing people to the hospital . Difference between hoax and real life."
"494","Guns suck "
"495","I go to columbines rival school chatfield"
"496","camden nj was not on the list y camden had the first mass murder in the  counrty "
"497","What about the one where the boys had machine guns, pulled the fire alarm and gunned everyone flooding out of the school?"
"498","BULLSHIT BULLSHIT ALL THIS SHOOTINGS IS FAKE AS MOTHERFUCKA"
"499","Even if there was a gun ban introduced only the honest people would turn them in. All the psychos would hold onto them, not solving anything. "
"500","God the comment section is filled with morons. The gun didn't magically start shooting. A PERSON got a gun and started shooting. Blaming the gun is like blaming a fork for obesity or blaming a knife for murder."
"501","Blame it on Marylin....."
"502","there shouldn't be a list on how bad a shooting is compared to others based on deaths and injuries..they're all bad. "
"503","The stupid women trying to sue McDonald's saying that there nuggets can cause psychotic reactions in the human body."
"504","In that country anyone can have a gun well they must pay the price for free guns"
"505","people live their lives bound by what they accept as correct and true, that's how they define ""reality"" but what does it mean to be ""correct"" and ""true""? to these guys what they done could of been correct, in their minds."
"506","In the columbine shooting they had no problem taking pictures of the crime scene and showing video footage of the suspects with guns.  For sandy hook they refuse to let anyone in the school, dont show any footage from the security cameras, dont show any pictures of blood, and most of all they only show like 15 kids evacuating... hmm i wonder why that is"
"507","Ironically this was posted 9 days before the shooting Sandy Hook. Curious where this fits in all of this. Probably 2 or 3 because of the white children X factor points"
"508","By the way Eric Harris was taking an antidepressant that gave him suicidal and homicidal thoughts and action and they were bullied and played lots of Doom"
"509","I'm not racist but I think white people need to raise their children better because its mostly the white teens/young adults who shoot up the schools. Honestly you usually don't see hispanics or blacks shooting up random places. (Except for the snipers.) Im just telling it how it is."
"510","""Outlaw guns and only outlaws will have guns"". The sad reality is that even if guns were banned people would still get them illegally. Gangs are such a perfect example."
"511","I thought the Connecticut School Shooting should have been on here. The senseless loss of so many children wasn't just heart-wrenching, it was completely unforgivable. Those children could have done something great with their lives, but will never know the joys life can provide because of one man."
"512","haha you knwow what that guys a smart mother fucker I dint subscribe till I herd what he said ath the end cuz its soo fucking true.. I grew up the same and learned the hard way but it only made me stronger ."
"513","Are you kidding me?! Where is North Hollywood bank shootout?!"
"514","I'm from tucson gifford was the reason we had ball uniforms in my high school there"
"515","0:52 0-0 That motherfuckers gotta be possessed or something"
"516","gta 5"
"517","Little did they know, 5 days after this video was posted, another shooting happened that definitely would have made the list... (Newtown)"
"518","NOOOO Marilyn Manson did not influence those people."
"519","The first reason for mass shootings is usually a young male in his first psychotic break. The second reason is personality disorders. I read a fantastic ebook called ""Fraud in Mental Health"" by the Therapist that explains this all very well. The beginning of the book is about how tax money is wasted on the immoral with no results in change. But most of it is about what laypeople need to know that the mental health industry is not educating us about. Really great book in itself, but helped me to protect my children."
"520","The reason I believe school shootings happen is not the bullying, gun control, their past or anything like that. The main 2 factors in mass-murders are suicidal thoughts and being famous/god. They want to commit suicide but that would make them even  more of a failure if they just kill themselves. If they acted god and take peoples lives that would make everyone hate them, not to be disappointed at."
"521","How come you didn't include 9 11 in USA "
"522","thats crazy this was published right before the sandy hooks shooting"
"523","Really tragic. As a European it strikes me as unnecessary to allow such weapons to the citizen. Of course army should have but not citizens, there is no war. In Ireland, possessing a gun illegally means an auto sentence of five years in jail. As a result even housebreakers don't have guns, only drug gangs, all in all the murder rate in Europe is a tenth of that in the US, Wishing ye well.  by the way its often argued that guns don't kill its people... yes it is but easy gun availability make it easier for angry people to kill, and guess what, they do... wish ye well! John  Lennon .. Imagine !"
"524","chicken mcnuggets caused psychosis ? :D wtf ?"
"525","its not the guns fault... a car with a sick person like the ones in the vid could kill equal amount of inocent people. Not everyone should be allowed to drive a car in public, and not every one should have the right to bear arm in public."
